,datetime,519661,000061,398061,519995,519095,000395,470059,000259,000059,519692,000192,000166,100066,000066,519066,519666,257050,510150,377150,510650,510050,519050,270050,000150,519150,310368,686868,519668,000068,100068,519068,470068,000368,000057,080003,180003,550003,450003,213003,110003,630003,000003,620003,610103,161603,519003,090003,540003,630103,700003,020003,166903,163503,690003,240003,560003,460003,217003,260103,610003,483003,217203,290003,161903,150103,420003,210003,202003,162203,530003,160603,750003,001003,159903,070003,573003,410003,206003,162703,580003,121003,590003,163803,660003,400003,202103,320003,620004,000004,540004,090004,161604,550004,450004,000404,260104,000104,610004,481004,166904,700004,240004,690004,162204,210004,290004,660004,040004,163804,320004,206004,410004,050004,070032,159932,519732,519032,000032,100032,040035,110035,000435,519035,100035,686869,519669,000069,519069,000256,000056,100056,519156,398051,000251,000051,100051,470058,519158,100058,000058,310358,000167,000067,519667,519993,161693,519093,519694,000194,519660,100060,510060,510260,510660,510160,257060,159934,020034,519034,001033,159933,020033,519033,000033,180033,485005,000005,161605,519005,540005,360005,000205,080005,450005,550005,270005,110005,630005,161005,217005,233005,350005,570005,610005,000105,485105,161505,700005,020005,166905,160805,690005,240005,460005,210005,541005,202005,162205,530005,160605,380005,164105,750005,159905,070005,290005,420005,162605,160505,590005,163805,040005,660005,202105,320005,410005,206005,580005,166005,160105,121005,270002,213002,450002,550002,229002,180002,080002,092002,163402,630002,730002,519602,110002,112002,720002,620002,540002,710302,090002,519002,690202,166902,020002,519702,151002,700002,460002,560002,240002,690002,163302,217002,710002,610002,164902,288102,161902,290002,420002,200002,164702,160602,261002,162202,202002,210002,070002,159902,202202,660102,750002,650002,206002,420102,288002,121002,050002,580002,166002,660002,162102,040002,590002,582002,582202,571002,202102,261102,510220,166020,161820,377020,253020,371120,510020,160720,400020,040020,371020,510120,070020,159920,160620,257020,530020,373020,240020,020020,460220,519720,161120,000120,519120,217020,165520,110020,180020,000220,531020,090020,000020,100020,163818,040018,310318,320018,160718,206018,310518,161818,050018,530018,159918,070018,160218,217018,161718,470018,000118,161118,519718,020018,240018,100018,161618,519018,090018,180018,450018,550018,110018,000418,050027,160127,070027,202027,000127,217027,519727,519027,110027,370027,485011,000011,675011,165311,161611,519011,090011,360011,163211,450011,161211,110011,002011,165511,630011,163411,217011,519111,233011,000311,260111,470011,395011,485111,399011,020011,690011,240011,210011,202011,162211,530011,160611,001011,202211,159911,070011,290011,161911,050111,160211,200011,163811,040011,398011,660011,400011,320011,160311,162711,050011,110029,270029,519029,100029,000029,000129,159929,160129,161216,160916,165516,487016,630016,000016,100016,000216,360016,090016,161616,240016,260116,519116,217016,000116,050116,200016,160616,530016,162216,070016,159916,160416,050016,161816,040016,163816,160716,320016,400016,000242,000042,000142,519189,519089,519989,040045,000045,270045,000173,000073,000273,519987,519087,000087,000187,519187,511880,510180,040180,510080,519680,510880,000080,518880,519180,000174,519674,110028,000428,270028,000028,000128,470028,159928,160128,310328,161217,110017,161017,000017,519017,090017,000217,161117,481017,240017,217017,519117,260117,000117,160217,213917,202017,530017,160617,160417,070017,163817,160717,164810,163210,360010,540010,376510,372010,090010,161610,270010,213010,450010,180010,160910,161010,630010,110010,372110,470010,260110,233010,378010,519110,217010,163110,673010,481010,020010,671010,511010,240010,510510,257010,160610,530010,162210,373010,210010,070010,159910,510310,290010,255010,510110,200010,660010,040010,163810,590010,379010,510410,375010,320010,512010,202110,377010,206010,253010,410010,510010,510210,121010,050010,161810,040019,163819,160719,160119,050019,166019,161819,530019,202019,070019,159919,050119,160219,217019,485119,000119,020019,161119,519519,240019,485019,000219,090019,519019,161619,161219,550019,450019,161019,165519,110019,040026,050026,161826,070026,159926,000126,020026,519726,519026,100026,110026,270026,180026,253021,320021,160721,163821,040021,398021,001021,070021,202021,530021,160621,020021,000121,217021,110021,002021,270021,370021,519021,531021,000221,000021,000175,510081,000081,000181,519181,000286,000086,519686,000186,000386,519186,000172,000072,519672,000044,270044,000043,000143,000188,519188,519688,000088,688888,310388,000207,360007,540007,090007,519007,161607,162907,620007,485007,291007,163407,630007,110007,270007,213007,165707,161207,450007,080007,485107,000107,610007,570007,470007,350007,233007,460007,340007,690007,160807,630107,159907,160607,162207,202007,210007,162607,200007,161907,290007,320007,202107,162307,400007,040007,163807,590007,050007,580007,206007,410007,100038,110038,000338,070038,460300,519700,519300,519100,518800,510300,510500,040036,000136,110036,000436,000236,166009,162509,580009,050009,121009,410009,206009,400009,320009,590009,163809,040009,660009,200009,420009,290009,380009,660109,159909,070009,210009,202009,162209,530009,690009,340009,240009,460009,630109,020009,481009,000109,163109,217009,233009,260109,350009,470009,110009,630009,165509,163409,550009,450009,270009,161609,165309,090009,540009,531009,360009,163209,000209,164809,398031,070031,159931,001031,000131,519731,000031,180031,002031,519991,519091,000191,000165,000065,000362,519162,519662,000396,000054,470098,519698,310398,000053,100053,000253,519153,000153,510630,510430,510030,253030,160130,510230,377530,257030,159930,070030,510330,510130,000130,519730,000030,519030,270030,110030,040037,070037,110037,100037,121008,050008,580008,166008,310508,206008,420108,410008,320008,202108,660008,310308,040008,163808,590008,420008,200008,161908,290008,160608,530008,162208,519908,210008,460008,240008,340008,690008,481008,160808,610008,570008,470008,350008,260108,000308,233008,217008,000408,630008,165508,110008,270008,213008,450008,550008,460108,080008,000208,360008,540008,519008,610108,620008,000008,730001,630001,002001,519601,166801,110001,270001,213001,262001,550001,450001,080001,180001,360001,540001,710301,090001,519001,161601,620001,720001,000001,585001,460001,340001,240001,690001,481001,020001,700001,151001,399001,610001,710001,395001,570001,350001,260101,233001,217001,420001,200001,740001,070001,159901,650001,001001,750001,261001,530001,162201,202001,210001,288001,770001,121001,740101,050001,762001,166001,580001,457001,050201,410001,582201,320001,202101,261101,400001,660001,398001,040001,163801,590001,582001,161606,090006,540006,360006,000206,620006,630006,163406,450006,213006,270006,610006,000106,161506,161706,233006,000306,350006,470006,570006,690006,340006,560006,700006,519706,690206,160806,481006,380006,159906,162006,070006,530006,200006,290006,050106,320006,160706,590006,163806,660006,166006,580006,050006,160106,121006,410006,164606,100039,000039,519039,000139,000199,519099,162299,070099,000252,519152,000152,519997,519697,519097,519163,000363,519663,000263,000063,000264,040190,510190,510090,510290,519690,000390,000190,040046,000046,000346,519979,000279,519679,040041,398041,270041,000241,000141,519983,519683,000083,519183,000183,519977,000148,270048,000048,000070,519670,510270,510070,257070,510170,000084,000184,163824,050024,217024,000124,000024,161624,519024,370024,050023,040023,163823,050123,202023,070023,159923,001023,020023,519723,217023,000123,370023,110023,519023,160915,163415,161015,630015,165515,110015,180015,080015,000215,090015,519015,000015,481015,020015,161115,000115,260115,233015,519115,200015,160215,070015,159915,160415,160615,530015,202015,206015,400015,660015,040015,160515,161612,090012,540012,360012,110012,165512,163412,180012,080012,395012,128112,217012,519112,000312,233012,260112,240012,519712,020012,481012,202212,159912,070012,162212,530012,160612,160212,200012,320012,160512,163812,040012,660012,161812,050012,121012,206012,162712,519985,000085,519685,000385,519185,000185,000171,519671,519976,519682,000082,000182,000149,270049,257040,377240,040040,510440,000047,000347,000147,519078,519678,470078,360013,090013,519013,161613,165313,128013,675013,110013,161213,180013,000113,000313,233013,161713,519113,217013,240013,481013,070013,159913,202213,001013,160613,162213,200013,660013,040013,160513,121013,050013,161813,200113,000414,161614,360014,485014,240014,519714,485114,000314,290014,162214,050014,160314,162714,160514,050022,163822,040022,159922,070022,240022,217022,000122,370022,270022,110022,161022,100022,000222,040025,161825,202025,070025,159925,519725,000025,519025,161625,270025,180025,110025
