,Stock,Bond,Hybrid,QDII,Others,Related
2015/4/28,-0.013672,0.000589985,-0.006541008,-0.00192864,0.0156,0.014820694
2015/4/29,0.006846,0.000226831,0.003536416,-0.007847777,0.0041,0.003895694
2015/4/30,-0.005119,0.00088302,-0.00211799,-0.0079496,-0.0065,-0.006174306
2015/5/4,0.00797,0.000812477,0.004391239,0.003127365,-0.0123,-0.011684306
2015/5/5,-0.039874,-0.000392337,-0.020133169,-0.010544292,0.0032,0.003040694
2015/5/6,-0.009465,-0.000299305,-0.004882153,-0.004676086,0.0044,0.004180694
2015/5/7,-0.018281,-0.000344458,-0.009312729,-0.000463756,-0.0079,-0.007504306
2015/5/8,0.019757,0.00035137,0.010054185,0.013313968,0.0032,0.003040694
2015/5/11,0.028986,0.001754381,0.015370191,-0.002030578,-0.002,-0.001899306
2015/5/12,0.012128,0.000771512,0.006449756,-0.004907241,-0.0011,-0.001044306
2015/5/13,-0.006105,0.001315239,-0.002394881,-0.000120279,0.0088,0.008360694
2015/5/14,-0.003742,0.001884176,-0.000928912,0.006155018,0.0161,0.015295694
2015/5/15,-0.017722,0.001496404,-0.008112798,0.001733586,0.003,0.002850694
2015/5/18,-0.009167,0.000679669,-0.004243666,0.003123011,0.0074,0.007030694
2015/5/19,0.034115,-0.00119244,0.01646128,0.003073628,-0.0074,-0.007029306
2015/5/20,0.005009,-0.000372814,0.002318093,0.000256998,-0.0098,-0.009309306
2015/5/21,0.018099,0.000182796,0.009140898,0.001996166,0.0026,0.002470694
2015/5/22,0.022797,0.00028273,0.011539865,-0.000414218,-0.0002,-0.000189306
2015/5/25,0.029923,0.000153894,0.015038447,-7.89E-05,-0.0051,-0.004844306
2015/5/26,0.019497,-0.000927515,0.009284743,-0.007439859,-0.0056,-0.005319306
2015/5/27,-0.003363,-0.000902605,-0.002132803,0.007177509,-0.0063,-0.005984306
2015/5/28,-0.067052,-0.000791644,-0.033921822,-0.001914839,-0.0017,-0.001614306
2015/5/29,0.001411,-0.000315925,0.000547538,-0.007041139,0.0014,0.001330694
2015/6/1,0.048618,-0.000435303,0.024091349,0.001175205,-0.0034,-0.003229306
2015/6/2,0.016881,0.000472399,0.0086767,-0.002705768,0.0026,0.002470694
2015/6/3,-0.003541,0.000403931,-0.001568535,0.0014962,0.0005,0.000475694
2015/6/4,0.007354,0.000737476,0.004045738,-0.007449902,-0.0067,-0.006364306
2015/6/5,0.009483,0.000179934,0.004831467,-0.0039536,-0.004,-0.003799306
2015/6/8,0.023554,0.00065084,0.01210242,-0.006205799,-0.0013,-0.001234306
2015/6/9,-0.006778,0.00052647,-0.003125765,-0.003203374,0.002,0.001900694
2015/6/10,-0.00157,8.83E-05,-0.00074085,0.009620665,0.0071,0.006745694
2015/6/11,-0.000475,-0.000713793,-0.000594397,0.003565817,-0.0015,-0.001424306
2015/6/12,0.005375,-0.000473747,0.002450626,-0.005761317,-0.0003,-0.000284306
2015/6/15,-0.021358,0.000426083,-0.010465959,-0.006844613,0.0012,0.001140694
2015/6/16,-0.029945,-5.58E-05,-0.0150004,0.002500559,0.0025,0.002375694
2015/6/17,0.014613,0.000184118,0.007398559,-2.03E-05,-0.0072,-0.006839306
2015/6/18,-0.040531,0.000594591,-0.019968205,0.004968465,0.0081,0.007695694
2015/6/19,-0.059526,0.000569094,-0.029478453,-0.001896844,0.008,0.007600694
2015/6/23,0.032141,-0.000167321,0.01598684,0.004677381,-0.0087,-0.008264306
2015/6/24,0.019648,0.000475689,0.010061845,-0.004078628,-0.0098,-0.009309306
2015/6/25,-0.035575,-0.000155016,-0.017865008,-0.003336197,0.0004,0.000380694
2015/6/26,-0.078683,0.000235317,-0.039223842,-0.002084586,-0.0005,-0.000474306
2015/6/29,-0.033358,0.000820966,-0.016268517,-0.022636886,0.0025,0.002375694
2015/6/30,0.067147,-8.33E-05,0.03353185,0.000328819,-0.0026,-0.002469306
2015/7/1,-0.049179,0.000154889,-0.024512056,0.00788906,-0.0024,-0.002279306
2015/7/2,-0.034099,-7.41E-05,-0.01708655,0.000468823,-0.007,-0.006649306
2015/7/3,-0.05406,0.000151204,-0.026954398,-0.001894788,0.0045,0.004275694
2015/7/6,0.028982,0.002043693,0.015512847,-0.009287799,-0.0003,-0.000284306
2015/7/7,-0.01764,0.001956453,-0.007841774,-0.000432686,0.0009,0.000855694
2015/7/8,-0.067455,0.002095286,-0.032679857,-0.014037474,-0.0204,-0.019379306
2015/7/9,0.064042,-0.000806674,0.031617663,0.007317277,0.0153,0.014535694
2015/7/10,0.053604,-0.00045237,0.026575815,0.01319995,0.0006,0.000570694
2015/7/13,0.025631,0.000112078,0.012871539,0.011860379,-0.0059,-0.005604306
2015/7/14,-0.023663,-0.000420854,-0.012041927,0.00473713,-0.0026,-0.002469306
2015/7/15,-0.035356,9.14E-06,-0.01767343,0.000604461,0.0021,0.001995694
2015/7/16,0.007713,0.000511204,0.004112102,0.008336522,-0.0073,-0.006934306
2015/7/17,0.03856,0.000387926,0.019473963,0.000399401,-0.0018,-0.001709306
2015/7/20,0.002196,0.000863821,0.001529911,0.000658748,-0.0247,-0.023464306
2015/7/21,0.001296,0.000546189,0.000921094,-0.003251676,-0.0081,-0.007694306
2015/7/22,-0.002123,0.000159877,-0.000981561,-0.005523867,-0.0126,-0.011969306
2015/7/23,0.022526,0.00084484,0.01168542,-0.002918151,0.003,0.002850694
2015/7/24,-0.017532,0.001442911,-0.008044545,-0.009264492,-0.0107,-0.010164306
2015/7/27,-0.085614,0.000452989,-0.042580506,-0.01039014,0.0193,0.018335694
2015/7/28,-0.002,0.00093345,-0.000533275,0.008131755,-0.0084,-0.007979306
2015/7/29,0.0313,0.000566814,0.015933407,0.007188074,0.0001,9.57E-05
2015/7/30,-0.029251,0.000711143,-0.014269929,0.001763919,-0.0093,-0.008834306
2015/7/31,0.000337,-9.07E-05,0.00012315,0.001619138,-0.0029,-0.002754306
2015/8/3,0.003285,-6.59E-05,0.00160955,-0.001636727,0.0112,0.010640694
2015/8/4,0.031056,0.000350838,0.015703419,-0.000910784,-0.0053,-0.005034306
2015/8/5,-0.02058,0.000913672,-0.009833164,0.004598586,-0.0024,-0.002279306
2015/8/6,-0.009064,0.000241651,-0.004411174,-0.006029441,-0.0001,-9.43E-05
2015/8/7,0.019597,0.000869735,0.010233368,-0.003590919,0.0051,0.004845694
2015/8/10,0.045411,0.000837599,0.0231243,0.009569573,0.0057,0.005415694
2015/8/11,-0.004333,-0.000917091,-0.002625046,-0.00933769,0.0229,0.021755694
2015/8/12,-0.012429,-0.001374787,-0.006901894,-0.008753893,0.0322,0.030590694
2015/8/13,0.014775,0.000479239,0.00762712,0.001396562,-0.0053,-0.005034306
2015/8/14,-0.000472,0.000724857,0.000126429,0.001025452,-0.0017,-0.001614306
2015/8/17,0.001063,0.000636205,0.000849603,0.002683931,0.0004,0.000380694
2015/8/18,-0.06191,7.96E-05,-0.0309152,-0.002799346,0.0015,0.001425694
2015/8/19,0.015874,-2.59E-05,0.00792405,-0.010450177,0.0032,0.003040694
2015/8/20,-0.032084,8.93E-05,-0.01599735,-0.01857412,0.0126,0.011970694
2015/8/21,-0.045705,0.000788304,-0.022458348,-0.028567812,0.0141,0.013395694
2015/8/24,-0.087477,0.000543001,-0.043467,-0.043177968,0.0066,0.006270694
2015/8/25,-0.071013,0.000956512,-0.035028244,0.00192945,-0.0072,-0.006839306
2015/8/26,-0.005664,0.000700451,-0.002481774,0.019302658,-0.0087,-0.008264306
2015/8/27,0.059473,0.000360203,0.029916602,0.025782934,-0.0111,-0.010544306
2015/8/28,0.042627,0.00068949,0.021658245,0.004875301,0.0001,9.57E-05
2015/8/31,0.007256,0.000938309,0.004097155,-0.005757288,0.0024,0.002280694
2015/9/1,-0.001323,0.001383939,3.05E-05,-0.028172374,0.0036,0.003420694
2015/9/2,0.001115,0.000110274,0.000612637,0.009596072,0.0013,0.001235694
2015/9/7,-0.03427,0.00093723,-0.016666385,0.000357294,-0.0166,-0.015769306
2015/9/8,0.0257,-0.000799851,0.012450074,0.016429672,-0.0018,-0.001709306
2015/9/9,0.019581,0.000228284,0.009904642,0.003206466,0.0023,0.002185694
2015/9/10,-0.01228,-0.000113816,-0.006196908,-0.002889731,-0.013,-0.012349306
2015/9/11,-0.003089,0.000284573,-0.001402214,-0.000197598,0.0011,0.001045694
2015/9/14,-0.019735,0.000838503,-0.009448248,-0.004216259,-0.0016,-0.001519306
2015/9/15,-0.039285,0.000145418,-0.019569791,0.008269748,-0.0002,-0.000189306
2015/9/16,0.049811,0.000633644,0.025222322,0.01089215,0.0004,0.000380694
2015/9/17,-0.021832,5.38E-06,-0.01091331,0.000129817,0.0106,0.010070694
2015/9/18,0.00441,9.33E-05,0.00225165,-0.014451055,0.0066,0.006270694
2015/9/21,0.017524,0.00024813,0.008886065,0.001953597,0.0088,0.008360694
2015/9/22,0.009305,-0.000453099,0.004425951,-0.014546729,-0.0026,-0.002469306
2015/9/23,-0.022762,-1.20E-05,-0.011387,-0.002712196,-0.0038,-0.003609306
2015/9/24,0.006733,4.13E-05,0.00338715,-0.008181008,0.0057,0.005415694
2015/9/25,-0.016149,0.00024937,-0.007949815,0.007034814,0.006,0.005700694
2015/9/28,0.003342,0.000487256,0.001914628,-0.021180199,-0.0065,-0.006174306
2015/9/29,-0.019705,0.000572471,-0.009566265,-0.006087968,-0.0134,-0.012729306
2015/9/30,0.007579,0.000566171,0.004072586,0.020211058,-0.0003,-0.000284306
2015/10/8,0.029202,0.000919209,0.015060605,0.004895934,0.0195,0.018525694
2015/10/9,0.013237,0.000851575,0.007044288,0.004614526,-0.001,-0.000949306
2015/10/12,0.032208,0.001408551,0.016808276,4.27E-05,0.0104,0.009880694
2015/10/13,-0.000769,0.000424232,-0.000172384,-0.007092653,-0.0038,-0.003609306
2015/10/14,-0.011301,0.001651007,-0.004824997,-0.00707877,0.015,0.014250694
2015/10/15,0.023694,0.000467885,0.012080943,0.012936639,0.0065,0.006175694
2015/10/16,0.013551,-0.000433838,0.006558581,0.005112846,-0.0035,-0.003324306
2015/10/19,3.30E-05,0.000103905,6.85E-05,-0.000297974,-0.0044,-0.004179306
2015/10/20,0.012314,0.000768223,0.006541112,-0.001511603,0.0025,0.002375694
2015/10/21,-0.029194,0.000777125,-0.014208438,-0.002132242,0.0009,0.000855694
2015/10/22,0.014764,0.000292826,0.007528413,0.011901964,-0.0053,-0.005034306
2015/10/23,0.013252,0.000786961,0.00701948,0.012585522,0.0061,0.005795694
2015/10/26,0.005046,0.001154052,0.003100026,-0.001105272,-0.0091,-0.008644306
2015/10/27,0.001008,0.001625876,0.001316938,-0.004739139,0.0006,0.000570694
2015/10/28,-0.018915,0.001146717,-0.008884142,0.00895704,0.0065,0.006175694
2015/10/29,0.002379,-0.000301981,0.00103851,-0.002723549,-0.0113,-0.010734306
2015/10/30,0.000218,-0.000191155,1.34E-05,-0.002981154,-0.0143,-0.013584306
2015/11/2,-0.016445,9.09E-05,-0.00817705,0.005331939,-0.0026,-0.002469306
2015/11/3,-0.003012,-6.08E-05,-0.0015364,0.003639767,-0.005,-0.004749306
2015/11/4,0.047048,-0.000717537,0.023165232,0.000621697,-0.0146,-0.013869306
2015/11/5,0.02134,-0.001160929,0.010089535,-0.001076939,-0.0076,-0.007219306
2015/11/6,0.023585,0.000234702,0.011909851,-4.15E-05,0.0013,0.001235694
2015/11/9,0.012385,-0.00120397,0.005590515,-0.007629948,-0.0128,-0.012159306
2015/11/10,-0.001853,-0.002254618,-0.002053809,-0.00112822,-0.0007,-0.000664306
2015/11/11,0.000106,0.000731293,0.000418647,-0.000627497,0.001,0.000950694
2015/11/12,-0.009996,0.00048658,-0.00475471,-0.01105088,-0.0048,-0.004559306
2015/11/13,-0.012932,0.000582308,-0.006174846,-0.010052697,-0.0002,-0.000189306
2015/11/16,0.004774,-4.74E-06,0.00238463,0.006883872,0.0096,0.009120694
2015/11/17,-0.001525,0.000117815,-0.000703592,0.006688182,-0.0148,-0.014059306
2015/11/18,-0.01139,0.000158647,-0.005615677,0.008668509,-0.0056,-0.005319306
2015/11/19,0.015984,-0.000573525,0.007705238,0.003220141,0.003,0.002850694
2015/11/20,-0.000155,0.000280117,6.26E-05,0.002772104,0.0068,0.006460694
2015/11/23,-0.005577,0.000570141,-0.00250343,-0.001475754,-0.0102,-0.009689306
2015/11/24,0.000148,6.39E-05,0.00010595,-0.001915071,0.0028,0.002660694
2015/11/25,0.007384,0.000941942,0.004162971,0.001772754,0.0063,0.005985694
2015/11/26,-0.005865,0.000491217,-0.002686892,0.002873025,-0.0044,-0.004179306
2015/11/27,-0.053848,0.000367493,-0.026740254,-0.001826825,-0.0048,-0.004559306
2015/11/30,0.002648,0.000762475,0.001705237,-0.003805919,-0.0125,-0.011874306
2015/12/1,0.007089,0.00078491,0.003936955,0.008726514,0.0161,0.015295694
2015/12/2,0.036267,0.000258286,0.018262643,-0.006477917,-0.0045,-0.004274306
2015/12/3,0.007347,0.000557707,0.003952354,-0.014227685,-0.0107,-0.010164306
2015/12/4,-0.019125,0.000997539,-0.009063731,0.00661426,0.0082,0.007790694
2015/12/7,0.002723,0.000781697,0.001752348,-0.003148945,0.0229,0.021755694
2015/12/8,-0.017515,0.000881663,-0.008316668,-0.009539855,-0.0004,-0.000379306
2015/12/9,0.003566,-0.000101076,0.001732462,-0.006229801,-0.0072,-0.006839306
2015/12/10,-0.003535,0.001041419,-0.001246791,-0.000770235,-0.0021,-0.001994306
2015/12/11,-0.004147,0.000413903,-0.001866549,-0.016230221,0.001,0.000950694
2015/12/14,0.02862,9.27E-05,0.01435635,-0.00359125,0.0047,0.004465694
2015/12/15,-0.004563,2.17E-05,-0.00227065,0.011336828,-0.0108,-0.010259306
2015/12/16,-0.002422,0.000600283,-0.000910859,0.013477613,0.0029,0.002755694
2015/12/17,0.019115,0.000413437,0.009764219,-0.00323935,0.0037,0.003515694
2015/12/18,0.003202,0.000932046,0.002067023,-0.014132689,-0.0078,-0.007409306
2015/12/21,0.026023,0.001762797,0.013892899,0.002125352,0.0115,0.010925694
2015/12/22,0.002785,0.001960218,0.002372609,0.005756579,0.0056,0.005320694
2015/12/23,-0.00267,0.000299321,-0.00118534,0.013383828,-0.0026,-0.002469306
2015/12/24,-0.009564,0.000970024,-0.004296988,-0.000636997,0.0006,0.000570694
2015/12/25,0.002298,0.001681184,0.001989592,-0.000361195,0.0018,0.001710694
2015/12/28,-0.028808,0.001240301,-0.013783849,-0.001891645,-0.0009,-0.000854306
2015/12/29,0.009186,0.000450882,0.004818441,0.009518739,-0.001,-0.000949306
2015/12/30,0.000877,0.000315359,0.00059618,-0.005610986,-0.0012,-0.001139306
2015/12/31,-0.009075,-0.000519627,-0.004797314,-0.005982054,-0.0071,-0.006744306
2016/1/4,-0.070206,-0.000481558,-0.035343779,-0.019078105,0.0086,0.008170694
2016/1/5,0.0028,-0.001108292,0.000845854,0.001435844,0.0084,0.007980694
2016/1/6,0.017543,0.000228653,0.008885827,-0.012078554,0.0064,0.006080694
2016/1/7,-0.069333,0.001314021,-0.03400949,-0.022693289,0.0226,0.021470694
2016/1/8,0.020392,0.000662248,0.010527124,-0.00902259,0.0013,0.001235694
2016/1/11,-0.050308,0.000686773,-0.024810614,-0.003383057,0.0058,0.005510694
2016/1/12,0.007286,0.001306467,0.004296234,0.004100788,-0.0101,-0.009594306
2016/1/13,-0.018606,0.001763631,-0.008421185,-0.009869764,-0.0139,-0.013204306
2016/1/14,0.020816,0.001026009,0.010921005,0.00286441,0.0093,0.008835694
2016/1/15,-0.031923,-0.000430436,-0.016176718,-0.019148158,-0.0039,-0.003704306
2016/1/18,0.003847,-0.000254905,0.001796047,-0.003214835,0.0052,0.004940694
2016/1/19,0.029513,-0.000194841,0.014659079,0.00563242,-0.0017,-0.001614306
2016/1/20,-0.015124,-0.000752336,-0.007938168,-0.020033001,0.0043,0.004085694
2016/1/21,-0.029307,-0.000127316,-0.014717158,0.004150165,0.008,0.007600694
2016/1/22,0.010423,0.000928949,0.005675975,0.024892542,-0.0071,-0.006744306
2016/1/25,0.004954,-0.000825159,0.002064421,-0.007834823,0.0051,0.004845694
2016/1/26,-0.060206,-0.000768547,-0.030487274,0.006874768,0.0142,0.013490694
2016/1/27,-0.003454,-0.000972426,-0.002213213,-0.001568555,0.0004,0.000380694
2016/1/28,-0.026139,-0.000768727,-0.013453864,-0.000231032,-0.0013,-0.001234306
2016/1/29,0.032355,0.00100197,0.016678485,0.023709387,-0.0013,-0.001234306
2016/2/1,-0.015289,0.000339065,-0.007474968,0.000519187,0.0068,0.006460694
2016/2/2,0.020781,1.74E-05,0.0103992,-0.01750784,0.0017,0.001615694
2016/2/3,-0.004287,-0.000719026,-0.002503013,-0.004822376,0,6.94E-07
2016/2/4,0.01225,0.000350785,0.006300393,0.003045896,0.0138,0.013110694
2016/2/5,-0.007026,0.000120558,-0.003452721,-0.013020773,0.0089,0.008455694
2016/2/15,-0.005764,0.002066046,-0.001848977,0.014819975,0.04,0.038000694
2016/2/16,0.030654,-0.000236542,0.015208729,0.011076923,-0.0091,-0.008644306
2016/2/17,0.008655,-9.37E-05,0.00428065,0.014724472,0.0104,0.009880694
2016/2/18,-0.003141,7.35E-05,-0.00153375,0.000438323,-0.0037,-0.003514306
2016/2/19,-0.000692,0.000671627,-1.02E-05,-0.003274455,0.0142,0.013490694
2016/2/22,0.022049,0.000322581,0.01118579,0.01332593,-0.007,-0.006649306
2016/2/23,-0.00946,0.00013292,-0.00466354,-0.010913242,0.0051,0.004845694
2016/2/24,0.006533,8.55E-05,0.00330925,-0.00413185,0.0032,0.003040694
2016/2/25,-0.061358,-6.12E-05,-0.0307096,0.011566187,0.013,0.012350694
2016/2/26,0.010032,-0.00018317,0.004924415,0.003826589,0.0003,0.000285694
2016/2/29,-0.023936,0.00046639,-0.011734805,-0.004816362,-0.006,-0.005699306
2016/3/1,0.018498,0.000589214,0.009543607,0.018234781,0.0087,0.008265694
2016/3/2,0.041164,4.16E-05,0.0206028,0.008582434,-0.0094,-0.008929306
2016/3/3,0.002323,0.00039718,0.00136009,0.004176531,0.0109,0.010355694
2016/3/4,0.011597,0.000236021,0.00591651,0.005071062,0.0125,0.011875694
2016/3/7,0.003539,0.000238273,0.001888637,0.000110646,0.001,0.000950694
2016/3/8,0.000912,-0.000586599,0.000162701,-0.009647298,0.0049,0.004655694
2016/3/9,-0.011509,0.000701216,-0.005403892,0.002658743,-0.0095,-0.009024306
2016/3/10,-0.019129,0.00110155,-0.009013725,-0.001983199,-0.0088,-0.008359306
2016/3/11,0.001705,0.00067691,0.001190955,0.01594177,0.0135,0.012825694
2016/3/14,0.015706,0.00056419,0.008135095,0.002373522,-0.0109,-0.010354306
2016/3/15,0.002965,0.000313006,0.001639003,-0.005152379,-0.0168,-0.015959306
2016/3/16,0.004961,0.000857622,0.002909311,0.003063361,0.0054,0.005130694
2016/3/17,0.011058,0.000479305,0.005768652,0.005097333,0.0184,0.017480694
2016/3/18,0.015287,0.000230347,0.007758674,0.0026669,-0.0053,-0.005034306
2016/3/21,0.024425,0.000128069,0.012276535,0.000523241,-0.0105,-0.009974306
2016/3/22,-0.007277,-0.000110825,-0.003693913,0.001176676,0.0092,0.008740694
2016/3/23,0.003194,0.000351465,0.001772733,-0.004918818,-0.0147,-0.013964306
2016/3/24,-0.016761,0.000338711,-0.008211145,-0.005271216,-0.0126,-0.011969306
2016/3/25,0.005018,9.87E-05,0.00255835,0.000659645,0.0041,0.003895694
2016/3/28,-0.008784,-0.000343728,-0.004563864,0.001032763,-0.0011,-0.001044306
2016/3/29,-0.010827,6.66E-05,-0.0053802,0.00502678,-0.003,-0.002849306
2016/3/30,0.025791,0.000458622,0.013124811,0.005831604,0.0144,0.013680694
2016/3/31,0.000564,8.26E-05,0.0003233,-0.002974898,-0.0115,-0.010924306
2016/4/1,0.001183,-1.03E-05,0.00058635,-0.003179789,0.0051,0.004845694
2016/4/5,0.013219,0.000597212,0.006908106,-0.012470738,-0.006,-0.005699306
2016/4/6,-0.002131,-0.000452945,-0.001291973,0.007665552,0.0021,0.001995694
2016/4/7,-0.014808,-0.000259844,-0.007533922,-0.007915045,-0.0014,-0.001329306
2016/4/8,-0.007342,-0.000419416,-0.003880708,0.005762028,0.0065,0.006175694
2016/4/11,0.013928,0.000293313,0.007110657,-0.001520393,0.0143,0.013585694
2016/4/12,-0.003605,-0.000475704,-0.002040352,0.008739021,0.0013,0.001235694
2016/4/13,0.01334,-0.000733129,0.006303436,0.015138919,-0.0057,-0.005414306
2016/4/14,0.00443,-0.001785044,0.001322478,0.003879143,-0.007,-0.006649306
2016/4/15,-0.001107,-0.000444901,-0.000775951,-0.001416856,-0.004,-0.003799306
2016/4/18,-0.013371,0.000622447,-0.006374277,0.001225385,0.0052,0.004940694
2016/4/19,0.003051,-4.95E-05,0.00150075,0.008352479,0.0063,0.005985694
2016/4/20,-0.017687,-0.00100018,-0.00934359,0.001277629,0.0004,0.000380694
2016/4/21,-0.00642,-0.001137706,-0.003778853,-0.000446599,0.0105,0.009975694
2016/4/22,0.004524,-0.000750876,0.001886562,-0.001063807,-0.0088,-0.008359306
2016/4/25,-0.004053,-0.001045783,-0.002549392,-0.0035569,-0.0053,-0.005034306
2016/4/26,0.005417,-0.001544896,0.001936052,0.001068741,-0.0025,-0.002374306
2016/4/27,-0.004166,3.88E-05,-0.0020636,0.001046248,0.0088,0.008360694
2016/4/28,-0.001685,0.000816431,-0.000434285,-0.007721349,0.0032,0.003040694
2016/4/29,-0.001214,0.000280401,-0.0004668,-0.007458997,0.0184,0.017480694
2016/5/3,0.017992,0.001038638,0.009515319,-0.009193761,0.0164,0.015580694
2016/5/4,-0.001269,0.000116054,-0.000576473,-0.006571765,-0.0086,-0.008169306
2016/5/5,0.001389,-0.00013336,0.00062782,-0.000439551,-0.0028,-0.002659306
2016/5/6,-0.026001,0.000116634,-0.012942183,0.000857501,0.0024,0.002280694
2016/5/9,-0.020681,0.000580214,-0.010050393,0.001581722,-0.0005,-0.000474306
2016/5/10,0.001141,0.001168987,0.001154994,0.011383576,-0.0078,-0.007409306
2016/5/11,0.004463,0.000253004,0.002358002,-0.006007243,0.0039,0.003705694
2016/5/12,0.002377,0.000598068,0.001487534,-0.001876336,-0.0024,-0.002279306
2016/5/13,-0.00492,0.000598862,-0.002160569,-0.005552155,0.0041,0.003895694
2016/5/16,0.006626,5.64E-05,0.0033412,0.006374467,0.007,0.006650694
2016/5/17,-0.002999,-0.000219247,-0.001609124,-0.003800454,-0.0054,-0.005129306
2016/5/18,-0.005829,-0.000514567,-0.003171784,0.000197325,0.0001,9.57E-05
2016/5/19,-0.001804,-0.00042845,-0.001116225,-0.006072031,-0.0128,-0.012159306
2016/5/20,0.005132,0.000100245,0.002616123,0.007498566,0,6.94E-07
2016/5/23,0.002925,0.000231001,0.001578,-0.002101484,-0.0015,-0.001424306
2016/5/24,-0.007666,0.000146286,-0.003759857,0.0102005,-0.0063,-0.005984306
2016/5/25,-0.001413,7.37E-05,-0.00066965,0.009011748,-0.0152,-0.014439306
2016/5/26,0.00163,3.45E-05,0.00083225,0.000903887,0.0054,0.005130694
2016/5/27,-0.000559,0.000116308,-0.000221346,0.004149824,-0.007,-0.006649306
2016/5/30,0.001375,0.000174442,0.000774721,0.001541723,-0.0106,-0.010069306
2016/5/31,0.033538,-0.00016808,0.01668496,-0.001133132,0.0063,0.005985694
2016/6/1,-0.002843,0.000122051,-0.001360475,-0.001883562,0.0054,0.005130694
2016/6/2,0.002073,-0.000211261,0.00093087,0.000171556,-0.0012,-0.001139306
2016/6/3,0.007018,-8.41E-05,0.00346695,-0.00156518,-0.0022,-0.002089306
2016/6/6,-0.003304,0.000532627,-0.001385687,0.004015719,0.0198,0.018810694
2016/6/7,-0.000546,0.000261855,-0.000142073,0.004427429,0.0016,0.001520694
2016/6/8,-0.004113,0.00013003,-0.001991485,0.00144801,0.0084,0.007980694
2016/6/13,-0.030861,0.00058276,-0.01513912,-0.012047932,0.0251,0.023845694
2016/6/14,0.003144,0.00074398,0.00194399,-0.007027915,-0.0009,-0.000854306
2016/6/15,0.013129,0.000344137,0.006736569,0.00160956,0.0047,0.004465694
2016/6/16,-0.006961,0.000709861,-0.00312557,-0.002993814,0.0179,0.017005694
2016/6/17,0.005068,0.000312783,0.002690392,0.001942991,-0.0179,-0.017004306
2016/6/20,0.000745,0.000469314,0.000607157,0.013442341,-0.0026,-0.002469306
2016/6/21,-0.002042,2.41E-05,-0.00100895,0.003892235,-0.0013,-0.001234306
2016/6/22,0.008899,0.000408871,0.004653936,-0.00015162,-0.0113,-0.010734306
2016/6/23,-0.005311,0.000265399,-0.0025228,0.012001473,0.0013,0.001235694
2016/6/24,-0.012883,0.000630371,-0.006126315,-0.040286846,0.0466,0.044270694
2016/6/27,0.0141,0.001945474,0.008022737,-0.016817969,0.005,0.004750694
2016/6/28,0.005081,0.000378965,0.002729983,0.015426847,-0.0041,-0.003894306
2016/6/29,0.004779,-0.000439959,0.002169521,0.018834201,0.0047,0.004465694
2016/6/30,0.000803,3.77E-05,0.00042035,0.011907372,-0.0053,-0.005034306
2016/7/1,8.80E-05,0.000788243,0.000438122,0.00422581,0.0156,0.014820694
2016/7/4,0.016009,0.000871011,0.008440006,0.000237376,0.0139,0.013205694
2016/7/5,0.000838,-8.73E-05,0.00037535,-0.007766823,-0.0041,-0.003894306
2016/7/6,0.002937,0.000224288,0.001580644,-0.00289187,0.0178,0.016910694
2016/7/7,-0.002129,0.000692113,-0.000718444,0.001831741,0.0015,0.001425694
2016/7/8,-0.005506,0.000975586,-0.002265207,0.010600322,-0.0089,-0.008454306
2016/7/11,0.003461,0.000639694,0.002050347,0.010596825,0.0047,0.004465694
2016/7/12,0.021806,0.000104745,0.010955373,0.008439718,-0.002,-0.001899306
2016/7/13,0.002959,-6.09E-05,0.00144905,0.001268043,-0.0102,-0.009689306
2016/7/14,-0.00186,4.95E-05,-0.00090525,0.005276822,-0.007,-0.006649306
2016/7/15,-0.000148,0.00033925,9.56E-05,0.000440926,-0.0013,-0.001234306
2016/7/18,-0.004351,0.000416522,-0.001967239,0.002161686,-0.0026,-0.002469306
2016/7/19,-0.004227,0.000495409,-0.001865796,-0.000774853,0.0025,0.002375694
2016/7/20,-0.003272,0.000791921,-0.001240039,0.004925179,-0.0041,-0.003894306
2016/7/21,0.004607,0.001430919,0.00301896,-0.001313896,-0.0088,-0.008359306
2016/7/22,-0.008412,0.000471943,-0.003970028,0.002130059,0.0059,0.005605694
2016/7/25,0.001774,0.000121899,0.00094795,-0.001583729,-0.0061,-0.005794306
2016/7/26,0.011979,6.92E-05,0.0060241,0.000146101,0.0025,0.002375694
2016/7/27,-0.015704,0.00021314,-0.00774543,0.001419061,-0.0012,-0.001139306
2016/7/28,0.000899,0.000686891,0.000792945,-0.001583762,0.0144,0.013680694
2016/7/29,-0.005342,0.000497258,-0.002422371,0.001961971,-0.0065,-0.006174306
2016/8/1,-0.008465,0.000627773,-0.003918614,-0.000562441,0.0082,0.007790694
2016/8/2,0.003854,0.000333773,0.002093887,-0.008920755,0.0067,0.006365694
2016/8/3,0.001397,0.000496533,0.000946766,-0.001240799,0.0062,0.005890694
2016/8/4,0.002437,0.000358932,0.001397966,0.003684909,-0.0098,-0.009309306
2016/8/5,0.001194,0.000539052,0.000866526,0.007804305,0.0106,0.010070694
2016/8/8,0.009071,0.000936903,0.005003952,0.003122528,-0.0195,-0.018524306
2016/8/9,0.007049,0.000867193,0.003958097,0.003693866,0.009,0.008550694
2016/8/10,-0.004188,0.001172542,-0.001507729,-0.002274325,0.002,0.001900694
2016/8/11,-0.003077,0.000655404,-0.001210798,0.004745524,-0.006,-0.005699306
