,Stock,Bond,Hybrid,QDII,Others,Related
2016/8/12,0.018827,0.000550314,0.009688657,0.000536248,-0.0036,-0.003419306
2016/8/15,0.03011,0.001646097,0.015878049,0.002267527,0.0019,0.001805694
2016/8/16,-0.004473,0.000399198,-0.002036901,-0.006334711,0.0022,0.002090694
2016/8/17,-0.001539,-0.000733535,-0.001136268,-0.000206984,-0.0041,-0.003894306
2016/8/18,-0.002538,-5.62E-05,-0.0012971,0.001387077,0.0073,0.006935694
2016/8/19,0.000159,-0.000286456,-6.37E-05,-0.001757288,-0.0023,-0.002184306
2016/8/22,-0.008388,-1.69E-06,-0.004194845,-0.000269235,-0.0064,-0.006079306
2016/8/23,0.001509,8.09E-05,0.00079495,0.002610209,0.0016,0.001520694
2016/8/24,-0.003581,-0.000784267,-0.002182633,-0.002913344,-0.0004,-0.000379306
2016/8/25,-0.006274,8.88E-05,-0.0030926,-0.002113683,-0.0063,-0.005984306
2016/8/26,-0.000569,4.50E-06,-0.00028225,-0.000830651,0,6.94E-07
2016/8/29,0.000209,0.000418827,0.000313914,0.003928089,-0.0049,-0.004654306
2016/8/30,0.001272,-0.000431577,0.000420212,0.00037264,0.0017,0.001615694
2016/8/31,0.004772,-0.00016922,0.00230139,-0.002007367,-0.0028,-0.002659306
2016/9/1,-0.007878,3.94E-05,-0.0039193,0,-0.006,-0.005699306
2016/9/2,0.003798,0.000372781,0.002085391,0.007257646,0.0034,0.003230694
2016/9/5,0.001679,-6.18E-06,0.00083641,0.001605764,0.0102,0.009690694
2016/9/6,0.006912,-0.000100046,0.003405977,0.002219801,0.0034,0.003230694
2016/9/7,-0.000541,-0.00010905,-0.000325025,0.000594738,0.0107,0.010165694
2016/9/8,-0.000375,0.000249606,-6.27E-05,-0.001680672,-0.0006,-0.000569306
2016/9/9,-0.006444,0.000377688,-0.003033156,-0.017204566,-0.0052,-0.004939306
2016/9/12,-0.016709,-0.000148321,-0.008428661,0.001462294,-0.0046,-0.004369306
2016/9/13,-0.000696,0.000287696,-0.000204152,-0.010241969,-0.0008,-0.000759306
2016/9/14,-0.006626,0.000406703,-0.003109649,-0.000906236,-0.0042,-0.003989306
2016/9/19,0.007532,0.000728849,0.004130424,0.003826102,-0.004,-0.003799306
2016/9/20,-0.001753,0.00038492,-0.00068404,0.000795812,-0.0011,-0.001044306
2016/9/21,0.002834,8.92E-05,0.0014616,0.009709551,0.0032,0.003040694
2016/9/22,0.007495,0.000441943,0.003968472,0.008248363,0.0086,0.008170694
2016/9/23,-0.004696,0.000612169,-0.002041916,-0.004357657,-0.0002,-0.000189306
2016/9/26,-0.016907,0.000918252,-0.007994374,-0.00993022,0.0011,0.001045694
2016/9/27,0.006357,0.000222216,0.003289608,0.003961883,0.0013,0.001235694
2016/9/28,-0.003044,3.86E-05,-0.0015027,0.003551623,-0.009,-0.008549306
2016/9/29,0.004177,0.000237267,0.002207134,-0.003104433,-0.0013,-0.001234306
2016/9/30,0.002742,0.000273016,0.001507508,0.001640093,0.0014,0.001330694
2016/10/10,0.012475,0.002236663,0.007355832,0.004475478,-0.0408,-0.038759306
2016/10/11,0.003852,0.000471559,0.00216178,-0.008250995,0.0001,9.57E-05
2016/10/12,-0.00198,-0.000125504,-0.001052752,-0.001747125,-0.0026,-0.002469306
2016/10/13,0.000799,0.000195253,0.000497127,-0.004938014,0.0021,0.001995694
2016/10/14,0.00097,0.000707792,0.000838896,0.003161774,-0.0015,-0.001424306
2016/10/17,-0.008461,0.00066326,-0.00389887,-0.003047444,0.001,0.000950694
2016/10/18,0.013257,0.000236164,0.006746582,0.007474405,0.007,0.006650694
2016/10/19,-0.001533,0.00046999,-0.000531505,0.002348296,-0.0013,-0.001234306
2016/10/20,0.000713,0.001155499,0.00093425,0.000746377,0.0051,0.004845694
2016/10/21,0.002753,0.00045922,0.00160611,-0.000310758,-0.0017,-0.001614306
2016/10/24,0.011971,0.000102805,0.006036903,0.003377958,0.0049,0.004655694
2016/10/25,-3.70E-05,-0.000345055,-0.000191027,-0.001858851,0.0015,0.001425694
2016/10/26,-0.003758,-0.000920464,-0.002339232,-0.00306247,0.0053,0.005035694
2016/10/27,-0.002714,-0.000229215,-0.001471608,-0.001722742,-0.0039,-0.003704306
2016/10/28,-0.001665,0.000384524,-0.000640238,-0.001850466,-0.0005,-0.000474306
2016/10/31,-0.001152,-0.000223061,-0.000687531,-0.001083175,0.005,0.004750694
2016/11/1,0.006826,-0.000405049,0.003210475,-0.005609426,0.0042,0.003990694
2016/11/2,-0.007651,0.000190918,-0.003730041,-0.009709349,0.0088,0.008360694
2016/11/3,0.00952,0.000200342,0.004860171,-0.004277577,0.0041,0.003895694
2016/11/4,-0.003242,4.51E-05,-0.00159845,-0.0049765,-0.0028,-0.002659306
2016/11/7,0.000721,6.12E-06,0.00036356,0.018274307,-0.0055,-0.005224306
2016/11/8,0.004328,-0.000424506,0.001951747,0.00358927,-0.0024,-0.002279306
2016/11/9,-0.005358,-0.000162528,-0.002760264,0.001924163,0.0274,0.026030694
2016/11/10,0.011201,-0.000488775,0.005356113,0.005573531,-0.02,-0.018999306
2016/11/11,0.007848,-0.000759142,0.003544429,-0.00452545,-0.0146,-0.013869306
2016/11/14,0.003812,-0.000683914,0.001564043,0.000271093,-0.0233,-0.022134306
2016/11/15,-0.00011,-0.001304062,-0.000707031,0.005462089,0.0063,0.005985694
2016/11/16,-8.10E-05,-0.000842213,-0.000461607,0,-0.0016,-0.001519306
2016/11/17,0.002024,-0.001121289,0.000451355,0.004354227,0.0007,0.000665694
2016/11/18,-0.005552,-0.00102182,-0.00328691,-0.001548339,-0.0101,-0.009594306
2016/11/21,0.006922,0.000203901,0.003562951,0.005499959,0.0078,0.007410694
2016/11/22,0.00792,0.000253704,0.004086852,0.003372404,-0.0014,-0.001329306
2016/11/23,0.001835,0.000320829,0.001077915,0.000635324,0.0022,0.002090694
2016/11/24,0.004032,0.000398529,0.002215265,0.000798771,-0.0095,-0.009024306
2016/11/25,0.009332,-0.000167853,0.004582074,0.003786018,-0.0038,-0.003609306
2016/11/28,0.003914,0.000243987,0.002078994,-0.004077555,0.0046,0.004370694
2016/11/29,0.008192,-0.000633315,0.003779343,0.000573195,-0.007,-0.006649306
2016/11/30,-0.007306,-0.001892193,-0.004599097,2.05E-05,-0.0029,-0.002754306
2016/12/1,0.007641,-0.001498676,0.003071162,-0.002925652,-0.0088,-0.008359306
2016/12/2,-0.010121,-0.001771114,-0.005946057,-0.001949318,-0.0008,-0.000759306
2016/12/5,-0.016874,-0.000297679,-0.00858584,0.004152961,-0.0013,-0.001234306
2016/12/6,-0.002956,-0.002245922,-0.002600961,0.005282339,-0.0012,-0.001139306
2016/12/7,0.004797,-0.001759599,0.001518701,0.011120163,0.0029,0.002755694
2016/12/8,-0.001612,0.000413124,-0.000599438,0.005821214,0.0115,0.010925694
2016/12/9,0.006788,8.98E-05,0.0034389,0.004926404,-0.0074,-0.007029306
2016/12/12,-0.024192,-0.001346639,-0.01276932,-0.002192065,-0.0056,-0.005319306
2016/12/13,-0.001215,-0.002706525,-0.001960763,0.006750414,0.0013,0.001235694
2016/12/14,-0.007662,-0.00222214,-0.00494207,-0.006169533,0.0022,0.002090694
2016/12/15,-0.011397,-0.00729403,-0.009345515,0.002774562,-0.011,-0.010449306
2016/12/16,0.001676,-0.00110054,0.00028773,-5.97E-05,-0.0034,-0.003229306
2016/12/19,-0.005095,-0.002165099,-0.003630049,0.000318509,0.0025,0.002375694
2016/12/20,-0.005983,-0.00257193,-0.004277465,0.00318408,-0.0027,-0.002564306
2016/12/21,0.008906,0.001336222,0.005121111,-0.002003571,-0.0042,-0.003989306
2016/12/22,-0.000858,0.002481941,0.000811971,-0.001808821,-0.0037,-0.003514306
2016/12/23,-0.008416,0.002144733,-0.003135634,0.000677048,0.0003,0.000285694
2016/12/26,0.004475,0.001422182,0.002948591,-0.000218897,0.0051,0.004845694
2016/12/27,-0.001811,0.000280145,-0.000765428,0.001870982,0.001,0.000950694
2016/12/28,-0.004371,4.46E-05,-0.0021632,-0.003377372,0.0009,0.000855694
2016/12/29,-0.001249,0.001345401,4.82E-05,-0.000538224,0.0041,0.003895694
2016/12/30,0.003735,0.002241986,0.002988493,-0.00205433,0.0035,0.003325694
2016/12/31,0.003735,0,0.0018675,-0.00205433,0,6.94E-07
2017/1/3,0.009712,0.000194197,0.004953099,0.007108626,-0.0009,-0.000854306
2017/1/4,0.007805,-0.000511875,0.003646562,0.005948132,0.0046,0.004370694
2017/1/5,-0.000155,-0.000737159,-0.000446079,0.000926364,-0.0005,-0.000474306
2017/1/6,-0.005975,0.000562684,-0.002706158,0.002028238,0.0021,0.001995694
2017/1/9,0.00485,0.000623333,0.002736667,-0.001984829,0.0023,0.002185694
2017/1/10,-0.001674,0.001092716,-0.000290642,0.000433199,0.0083,0.007885694
2017/1/11,-0.00708,-0.000162107,-0.003621053,0.003050761,0.0037,0.003515694
2017/1/12,-0.00506,0.000318578,-0.002370711,-0.002884502,0.0009,0.000855694
2017/1/13,0.00069,0.000350893,0.000520447,0.003522582,-0.002,-0.001899306
2017/1/16,-0.000141,0.000161457,1.02E-05,-0.002431659,0.0064,0.006080694
2017/1/17,0.002082,-0.001600095,0.000240953,-0.004069196,0.0062,0.005890694
2017/1/18,0.003911,-0.000516381,0.00169731,0.002033042,-0.0042,-0.003989306
2017/1/19,-0.003017,-0.000538293,-0.001777647,-0.001477367,-0.0111,-0.010544306
2017/1/20,0.007689,0.000275846,0.003982423,0.001775463,0.0038,0.003610694
2017/1/23,0.00274,0.000581738,0.001660869,-0.003288632,0.0046,0.004370694
2017/1/24,0.00011,6.66E-05,8.83E-05,0.004840558,-0.0016,-0.001519306
2017/1/25,0.003404,-0.001895543,0.000754229,0.007746908,-0.0066,-0.006269306
2017/1/26,0.003571,-0.000488335,0.001541332,0.001443818,-0.0068,-0.006459306
2017/2/3,-0.006927,-0.000836739,-0.00388187,0.005643496,0.0115,0.010925694
2017/2/6,0.00259,-0.002304958,0.000142521,-0.001818466,0.0092,0.008740694
2017/2/7,-0.002229,-0.002133362,-0.002181181,0.000235068,0.0087,0.008265694
2017/2/8,0.00523,-0.000965106,0.002132447,0.001488416,0.0007,0.000665694
2017/2/9,0.003844,0.000292339,0.00206817,0.004575943,0.0071,0.006745694
2017/2/10,0.005063,0.000191773,0.002627387,0.00496389,-0.0126,-0.011969306
2017/2/13,0.006676,0.000197477,0.003436738,0.005268663,0.0066,0.006270694
2017/2/14,-0.000137,-2.18E-05,-7.94E-05,0.000790011,-0.0021,-0.001994306
2017/2/15,-0.004101,-0.000258856,-0.002179928,0.005294673,-0.0024,-0.002279306
2017/2/16,0.005617,0.000498901,0.003057951,-0.000708622,0.0056,0.005320694
2017/2/17,-0.005665,0.001125841,-0.00226958,0.000306649,0.003,0.002850694
2017/2/20,0.014599,0.001160685,0.007879843,0.000613109,-0.0009,-0.000854306
2017/2/21,0.003293,-2.92E-05,0.0016319,0.005016754,0.0002,0.000190694
2017/2/22,0.001991,-0.000116796,0.000937102,-3.81E-05,0.0002,0.000190694
2017/2/23,-0.004709,0.000741513,-0.001983744,-0.000876441,0.0022,0.002090694
2017/2/24,0.000152,0.000316411,0.000234206,-0.002479071,0.0124,0.011780694
2017/2/27,-0.007953,0.000505068,-0.003723966,-0.000497046,0.0035,0.003325694
2017/2/28,0.001912,-0.000112625,0.000899688,-0.001702274,0.0044,0.004180694
2017/3/1,0.00163,-0.000395091,0.000617455,0.012185309,-0.0136,-0.012919306
2017/3/2,-0.006749,-0.000676668,-0.003712834,-0.002403937,0.0013,0.001235694
2017/3/3,-0.002106,0.000132792,-0.000986604,-0.000284614,-0.0076,-0.007219306
2017/3/6,0.005432,-5.84E-05,0.0026868,-0.002315518,0.0011,0.001045694
2017/3/7,0.002168,-9.50E-05,0.0010365,-0.001807252,-0.0042,-0.003989306
2017/3/8,-0.001513,-0.000600439,-0.00105672,-0.001600884,-0.0057,-0.005414306
2017/3/9,-0.006318,-0.000683847,-0.003500924,5.73E-05,-0.0057,-0.005414306
2017/3/10,0.000277,-0.000400043,-6.15E-05,0.003798435,-0.0066,-0.006269306
2017/3/13,0.008812,0.000239663,0.004525832,0.002129723,0.0092,0.008740694
2017/3/14,-0.000406,0.000514752,5.44E-05,-0.002523671,-0.0059,-0.005604306
2017/3/15,0.002011,0.000122606,0.001066803,0.005383503,0.0008,0.000760694
2017/3/16,0.005157,0.001552437,0.003354719,0.002213771,0.0161,0.015295694
2017/3/17,-0.010255,0.000102954,-0.005076023,-0.000509742,-0.001,-0.000949306
2017/3/20,0.001105,-0.000193877,0.000455562,-0.001208893,0.0053,0.005035694
2017/3/21,0.004851,-0.000705299,0.002072851,-0.008472493,-0.0048,-0.004559306
2017/3/22,-0.004701,0.000199775,-0.002250613,-0.002708425,0.0089,0.008455694
2017/3/23,0.003457,-9.96E-05,0.0016787,0.001396141,0,6.94E-07
2017/3/24,0.007979,0.000799594,0.004389297,0.000420168,-0.0012,-0.001139306
2017/3/27,-0.003313,0.000892176,-0.001210412,-0.002691764,0.0095,0.009025694
2017/3/28,-0.002366,0.000420549,-0.000972726,0.007388833,-0.0011,-0.001044306
2017/3/29,-0.00133,-0.000137649,-0.000733825,0.001938169,-0.0017,-0.001614306
2017/3/30,-0.008206,-0.000265054,-0.004235527,0.00085342,-0.0005,-0.000474306
2017/3/31,0.005612,1.37E-05,0.00281285,-0.002804411,-0.0064,-0.006079306
2017/4/5,0.013845,0.000475388,0.007160194,-0.001235647,0.0102,0.009690694
2017/4/6,0.002898,-0.00023187,0.001333065,-0.000209368,-0.0015,-0.001424306
2017/4/7,0.000972,0.000632364,0.000802182,0.000342674,0.0097,0.009215694
2017/4/10,-0.003504,0.00037621,-0.001563895,0.000818331,-0.0054,-0.005129306
2017/4/11,0.003477,-5.65E-05,0.00171025,-0.001464185,0.0016,0.001520694
2017/4/12,-0.002243,0.000194037,-0.001024482,-0.002647014,0.0091,0.008645694
2017/4/13,0.001461,4.05E-05,0.00075075,-0.005422641,0.008,0.007600694
2017/4/14,-0.007984,-0.000285282,-0.004134641,-0.000691125,-0.0003,-0.000284306
2017/4/17,-0.001882,-0.001438231,-0.001660116,0.005379133,0.001,0.000950694
2017/4/18,-0.004942,-0.001015071,-0.002978535,-0.005254811,-0.0027,-0.002564306
2017/4/19,-0.004871,-2.29E-06,-0.002436645,-0.001383073,-0.0013,-0.001234306
2017/4/20,0.004548,-0.000634493,0.001956754,0.005616897,-0.0009,-0.000854306
2017/4/21,0.001513,-0.000667528,0.000422736,-0.000573855,-0.0005,-0.000474306
2017/4/24,-0.010248,-0.001196739,-0.00572237,0.013244526,-0.0063,-0.005984306
2017/4/25,0.002831,-0.000377978,0.001226511,0.006233472,-0.001,-0.000949306
2017/4/26,0.001223,-7.06E-05,0.0005762,0.001426694,-0.0044,-0.004179306
2017/4/27,0.000446,-2.01E-05,0.00021295,-0.000768567,0.0019,0.001805694
2017/4/28,-0.002021,0.000213465,-0.000903768,-0.001594597,0.003,0.002850694
2017/5/2,-0.003831,2.24E-05,-0.0019043,0.003170315,-0.0089,-0.008454306
2017/5/3,-0.003925,-0.001023475,-0.002474238,-0.001458598,-0.002,-0.001899306
2017/5/4,-0.002561,-0.001024523,-0.001792762,0.001367092,-0.0149,-0.014154306
2017/5/5,-0.006414,-0.000846788,-0.003630394,0.003740345,-0.0012,-0.001139306
2017/5/8,-0.007018,-0.000792847,-0.003905424,0.002273108,-0.0013,-0.001234306
2017/5/9,-0.00187,-0.001277162,-0.001573581,0.000557693,-0.0011,-0.001044306
2017/5/10,-0.004424,-0.00172793,-0.003075965,0.001653568,-0.0048,-0.004559306
2017/5/11,0.005676,-0.000887696,0.002394152,-0.001650838,0.0014,0.001330694
2017/5/12,0.00856,-0.000386725,0.004086638,-0.000260112,0.0046,0.004370694
2017/5/15,0.004081,0.000355069,0.002218035,0.003605345,0.0028,0.002660694
2017/5/16,0.008665,-0.000251466,0.004206767,0.000425902,0.0015,0.001425694
2017/5/17,-0.005449,-0.000343468,-0.002896234,-0.013882205,0.0033,0.003135694
2017/5/18,-0.003476,0.000193195,-0.001641403,-0.00212103,0.008,0.007600694
2017/5/19,0.001688,-0.000268917,0.000709542,0.006226135,-0.002,-0.001899306
2017/5/22,0.002171,-7.00E-05,0.0010505,0.004112611,0.0026,0.002470694
2017/5/23,0.003798,-0.000149834,0.001824083,0.00122873,0.005,0.004750694
2017/5/24,-8.00E-06,0.000235489,0.000113745,0.002008181,-0.0103,-0.009784306
2017/5/25,0.017958,0.000378892,0.009168446,0.003321704,0.0045,0.004275694
2017/5/26,-0.001499,0.000152656,-0.000673172,-5.55E-05,0.0021,0.001995694
2017/5/31,0.003577,0.001144167,0.002360584,-0.001389532,-0.0048,-0.004559306
2017/6/1,0.00139,0.000309537,0.000849769,0.006400742,0,6.94E-07
2017/6/2,-0.003211,7.10E-05,-0.00157,0.004922113,-0.003,-0.002849306
2017/6/5,-0.005092,0.000574388,-0.002258806,-0.001595979,0.0133,0.012635694
2017/6/6,0.006956,0.000119427,0.003537714,-0.00361966,0.0047,0.004465694
2017/6/7,0.011735,2.02E-05,0.0058776,0.000202847,0.0019,0.001805694
2017/6/8,0.007671,0.000124025,0.003897513,0.000350301,-0.0037,-0.003514306
2017/6/9,0.004266,0.000425095,0.002345548,0.000903093,-0.0105,-0.009974306
2017/6/12,-0.000498,0.00131683,0.000409415,-0.00331449,-0.0031,-0.002944306
2017/6/13,0.002204,0.001324886,0.001764443,0.003990615,-0.0018,-0.001709306
2017/6/14,-0.013111,0.000847587,-0.006131706,-0.001214508,0.0034,0.003230694
2017/6/15,-0.00184,0.000814121,-0.00051294,-0.003924314,-0.0066,-0.006269306
2017/6/16,-0.002843,0.000303684,-0.001269658,0.002219592,-0.0021,-0.001994306
2017/6/19,0.009919,0.001482375,0.005700688,0.008268123,-0.0023,-0.002184306
2017/6/20,-0.002018,0.001342077,-0.000337962,-0.00477742,-0.0009,-0.000854306
2017/6/21,0.011691,0.000327344,0.006009172,-0.00161851,-0.0008,-0.000759306
2017/6/22,0.000665,-0.000149888,0.000257556,0.000423705,0.0061,0.005795694
2017/6/23,0.009063,-0.000310692,0.004376154,0.000718153,0.0011,0.001045694
2017/6/26,0.012479,0.001125251,0.006802126,0.001784893,0.0004,0.000380694
2017/6/27,0.001806,0.001131418,0.001468709,-0.005602292,-0.0048,-0.004559306
2017/6/28,-0.007769,0.000281536,-0.003743732,0.004100707,-0.0022,-0.002089306
2017/6/29,0.006215,0.000398492,0.003306746,-0.006659431,-0.0033,-0.003134306
2017/6/30,-0.000553,8.45E-05,-0.00023425,-0.001518603,-0.007,-0.006649306
2017/7/3,-0.00435,-5.25E-05,-0.00220125,0.004080497,-0.0046,-0.004369306
2017/7/4,-0.008453,-0.000222557,-0.004337779,-0.001403898,-0.0054,-0.005129306
2017/7/5,0.010966,0.000269982,0.005617991,0.001923824,-0.0013,-0.001234306
2017/7/6,0.000114,0.000911871,0.000512936,-0.006794306,0.0004,0.000380694
2017/7/7,-0.001139,0.000111742,-0.000513629,0.002286458,-0.0012,-0.001139306
2017/7/10,-0.000613,0.000413856,-9.96E-05,0.002670722,-0.0149,-0.014154306
2017/7/11,0.004686,0.000181201,0.002433601,0.000517924,0.0067,0.006365694
2017/7/12,-0.003265,0.000462605,-0.001401198,0.006988353,0.005,0.004750694
2017/7/13,0.007679,0.000423668,0.004051334,0.002625395,0.0007,0.000665694
2017/7/14,0.004387,0.000199791,0.002293396,0.003241105,-0.0049,-0.004654306
2017/7/17,-0.010677,0.000769412,-0.004953794,0.00025553,0.0094,0.008930694
2017/7/18,0.000989,-0.000474826,0.000257087,-0.001770008,0.002,0.001900694
2017/7/19,0.017061,5.46E-05,0.0085578,0.005118362,0.0018,0.001710694
2017/7/20,0.004863,0.000436341,0.002649671,0.001036646,-0.0002,-0.000189306
2017/7/21,-0.005146,2.50E-05,-0.0025605,-0.002906871,0.007,0.006650694
2017/7/24,0.003988,0.000209825,0.002098913,-0.001621661,0.0022,0.002090694
2017/7/25,-0.006387,-0.000301311,-0.003344156,0.002701075,0.0001,9.57E-05
2017/7/26,-0.00381,-0.000437886,-0.002123943,0.001710926,-0.0056,-0.005319306
2017/7/27,0.001837,-8.36E-05,0.0008767,0.000236213,0.0084,0.007980694
2017/7/28,0.002612,0.000165004,0.001388502,-0.003615027,-0.0011,-0.001044306
2017/7/31,0.004294,3.58E-05,0.0021649,-0.000164087,0.003,0.002850694
2017/8/1,0.008697,-0.000404463,0.004146268,0.003829322,0.0007,0.000665694
2017/8/2,-0.002528,4.21E-05,-0.00124295,0.000217984,-0.0018,-0.001709306
2017/8/3,-0.008782,0.000145682,-0.004318159,-0.001289456,-0.0051,-0.004844306
2017/8/4,-0.005431,0.000234423,-0.002598289,0.002800458,0.0068,0.006460694
2017/8/7,0.005183,-0.000452809,0.002365096,0.002375555,-0.0069,-0.006554306
2017/8/8,0.001454,-0.000535535,0.000459233,-0.000940734,-0.0013,-0.001234306
2017/8/9,-0.000313,-0.000276737,-0.000294869,-0.00374837,0.0041,0.003895694
2017/8/10,-0.004053,0.000165177,-0.001943912,-0.011705473,0.0042,0.003990694
2017/8/11,-0.018453,0.000519367,-0.008966817,-0.003016203,0.0052,0.004940694
2017/8/14,0.012977,0.000841257,0.006909129,0.008227416,-0.0004,-0.000379306
2017/8/15,0.003078,0.000343499,0.00171075,0.000914829,-0.0069,-0.006554306
2017/8/16,-0.001251,-0.000171122,-0.000711061,0.002851659,-0.0007,-0.000664306
2017/8/17,0.005365,-0.000214934,0.002575033,-0.009442044,0.0091,0.008645694
2017/8/18,0.000913,-9.61E-05,0.00040845,-0.003864343,0.0054,0.005130694
2017/8/21,0.004381,-0.00029065,0.002045175,-0.000110838,-0.0036,-0.003419306
2017/8/22,0.003022,-0.000438662,0.001291669,0.008406156,-0.003,-0.002849306
2017/8/23,0.00101,1.08E-05,0.0005104,-0.001612253,0.0012,0.001140694
2017/8/24,-0.005709,-0.000458771,-0.003083886,-0.000422065,0.0003,0.000285694
2017/8/25,0.016363,-0.000492011,0.007935495,0.000826128,-0.001,-0.000949306
2017/8/28,0.012371,-0.000266637,0.006052182,-0.000715386,0.0051,0.004845694
2017/8/29,-0.002127,-0.000163558,-0.001145279,-0.002239477,0.0106,0.010070694
2017/8/30,-6.20E-05,-0.000106017,-8.40E-05,0.005004139,-0.0113,-0.010734306
2017/8/31,-0.003184,4.33E-05,-0.00157035,0.005546708,-0.0003,-0.000284306
2017/9/1,0.00221,5.24E-05,0.0011312,0.002184599,0.0059,0.005605694
2017/9/4,0.003936,0.000117418,0.002026709,-0.002488647,0.0089,0.008455694
2017/9/5,0.002972,-0.000262164,0.001354918,-0.00524466,-0.003,-0.002849306
2017/9/6,-0.00197,0.000135677,-0.000917162,0.001263158,0.0044,0.004180694
2017/9/7,-0.005086,0.000554033,-0.002265984,0.001298131,-0.0037,-0.003514306
2017/9/8,-0.001014,0.000897242,-5.84E-05,-0.001040811,0.0013,0.001235694
2017/9/11,-9.00E-05,0.000543554,0.000226777,0.01012649,-0.0009,-0.000854306
2017/9/12,0.003212,4.10E-05,0.0016265,0.004143896,-0.0058,-0.005509306
2017/9/13,0.001217,-2.45E-05,0.00059625,0.000630733,0.0029,0.002755694
2017/9/14,-0.003292,0.000523909,-0.001384046,-0.001206642,-0.0031,-0.002944306
2017/9/15,0.00035,0.00031384,0.00033192,0,0.0014,0.001330694
2017/9/18,0.003092,0.000142661,0.001617331,0.003389892,-0.0045,-0.004274306
2017/9/19,-0.002869,1.65E-05,-0.00142625,0.00213848,-0.001,-0.000949306
2017/9/20,0.002693,2.27E-06,0.001347635,0.00043037,0.0009,0.000855694
2017/9/21,-0.001202,0.00014548,-0.00052826,-0.001200932,-0.0087,-0.008264306
2017/9/22,-2.30E-05,4.49E-05,1.10E-05,1.79E-05,0.0031,0.002945694
2017/9/25,-0.005195,0.000872712,-0.002161144,-0.002332927,-0.0027,-0.002564306
2017/9/26,0.000783,0.000135675,0.000459338,-0.00095334,0.0128,0.012160694
2017/9/27,0.00011,-0.000174253,-3.21E-05,0.00320484,-0.0087,-0.008264306
2017/9/28,0.00035,0.000174851,0.000262426,0.000879413,-0.0035,-0.003324306
2017/9/29,0.003653,0.000245771,0.001949386,0.004052503,0.0028,0.002660694
2017/9/30,0.003653,0,0.0018265,0.004052503,0,6.94E-07
2017/10/9,0.011914,0.000876726,0.006395363,-0.00091782,-0.0041,-0.003894306
2017/10/10,0.001972,-0.000145142,0.000913429,0.002455657,-0.0003,-0.000284306
2017/10/11,0.003297,0.000133256,0.001715128,0.001797579,-0.004,-0.003799306
2017/10/12,0.002631,-0.000146845,0.001242078,-7.04E-05,0.0042,0.003990694
2017/10/13,0.002057,-4.14E-05,0.0010078,0.001073169,0.0009,0.000855694
2017/10/16,-0.001927,-0.00064193,-0.001284465,0.002021019,0.0056,0.005320694
2017/10/17,-9.60E-05,-0.000910742,-0.000503371,0.000350773,-0.0051,-0.004844306
2017/10/18,0.007946,7.38E-06,0.00397669,0.001420131,-0.0033,-0.003134306
2017/10/19,-0.003274,0.000404951,-0.001434525,-0.00147064,-0.0029,-0.002754306
2017/10/20,-0.001119,0.000236741,-0.00044113,0.003717081,-0.0003,-0.000284306
2017/10/23,0.001005,0.000297984,0.000651492,-0.001799252,-0.0027,-0.002564306
2017/10/24,0.007275,0.000138451,0.003706726,0.001102497,0.0034,0.003230694
2017/10/25,0.004433,-0.000628615,0.001902193,-0.00409048,-0.0041,-0.003894306
2017/10/26,0.004181,-0.000493898,0.001843551,0.002580215,0.0022,0.002090694
2017/10/27,0.00711,-0.000642384,0.003233808,0.006127558,-0.0057,-0.005414306
2017/10/30,-0.003045,-0.001786306,-0.002415653,-0.001322452,0,6.94E-07
2017/10/31,-0.000749,-0.000682664,-0.000715832,0.001219661,0.0037,0.003515694
2017/11/1,-0.00252,0.000454661,-0.00103267,0.003602318,-0.0018,-0.001709306
2017/11/2,0.000128,8.26E-05,0.0001053,0.000312121,-0.0004,-0.000379306
2017/11/3,-0.00111,-9.00E-05,-0.0006,0.002236167,0.001,0.000950694
2017/11/6,0.007061,0.000415162,0.003738081,0.000968573,-0.0022,-0.002089306
2017/11/7,0.008296,-0.000383681,0.00395616,0.000466539,0.0049,0.004655694
2017/11/8,-0.001539,-0.000378133,-0.000958567,0.001105354,0.0008,0.000760694
2017/11/9,0.006891,-0.000217053,0.003336974,-0.004209509,0.0029,0.002755694
2017/11/10,0.008835,-0.00012365,0.004355675,-0.002668053,0.0021,0.001995694
2017/11/13,0.003931,-0.00091068,0.00151016,-0.001285481,-0.0034,-0.003229306
2017/11/14,-0.006958,-0.001287978,-0.004122989,-0.002974327,-0.0018,-0.001709306
2017/11/15,-0.006265,-0.000326693,-0.003295847,-0.00640254,0.002,0.001900694
2017/11/16,0.007694,-0.000109695,0.003792152,0.007356814,-0.0038,-0.003609306
2017/11/17,0.003858,0.000173703,0.002015852,-0.000435745,0.0031,0.002945694
2017/11/20,0.005577,1.37E-05,0.00279535,0.00127293,0.0053,0.005035694
2017/11/21,0.017826,-0.000414181,0.00870591,0.006513297,-0.0051,-0.004844306
2017/11/22,0.002339,-0.00121334,0.00056283,-0.000328748,-0.0005,-0.000474306
2017/11/23,-0.029608,-0.001595909,-0.015601955,-0.000415397,0.0017,0.001615694
2017/11/24,0.00044,6.82E-05,0.0002541,0.00166228,0.0002,0.000190694
2017/11/27,-0.01322,0.000319212,-0.006450394,-0.002679436,0.0003,0.000285694
2017/11/28,0.001451,-0.000336297,0.000557352,0.006326591,0.0013,0.001235694
2017/11/29,-0.000511,6.99E-05,-0.00022055,-0.000792311,0.0018,0.001710694
