0,1
张永志,华商回报1号混合
人保货币B,张玮
柳军,联接基金
圆信永丰兴融A,债券型
王登峰,天弘季加利理财A
诺安天天宝E,周建树
景顺长城量化小盘股票,黎海威
混合型,招商睿诚定开混合
徐超,方正富邦互利定开债
工银新得益混合,魏欣
固定收益,工银中证新能源指数分级A
浙商惠裕纯债,吕文晔
吴振翔,汇添富成长多因子量化策略股票
孔学峰,信达澳银慧管家货币E
混合型,安信新价值混合A
民生加银家盈半年定期宝,李文君
何家琪,华夏新锦绣混合A
中欧睿诚定期开放混合C,张跃鹏
严志勇,西部利得聚享一年定开债券A
工银新金融股票,鄢耀
上银聚增富定期开放债券,高永
朱虹,万家双利债券
新华中证环保产业指数分级A,邓岳
唐能,混合型
债券型,富国收益增强债券C
混合型,国融融信消费严选混合C
创金鼎鑫睿选定开混合(LOF),曹春林
叶瑜珍,货币型
股票型,建信量化事件驱动股票
浦银安和回报定开混合C,褚艳辉
红塔红土稳健回报C,赵耀
汇添富深证300ETF联接,汪洋
马翔,混合型
张静,嘉实领航资产配置混合A
浦银安盛盛勤3个月定开债A,刘大巍
张栓伟,鹏华兴嘉定期开放混合
徐幼华,富国中证工业4.0指数分级A
信诚沪深300指数分级,HANYILING
混合型,建信鑫稳回报灵活配置混合A
泰达宏利全能混合(FOF)C,混合-FOF
新沃通利纯债A,债券型
易方达中短期美元债(QDII)A人民币,周怡
万晓西,嘉实现金添利货币
融通军工分级,何天翔
混合型,广发鑫裕混合
招商丰庆混合A,姚爽
曲扬,嘉实稳元纯债债券
易方达上证50指数分级,余海燕
富国中证军工指数分级,王保合
广发沪深300指数增强A,赵杰
杨涛,博时大中华亚太精选
债券型,建信双债增强债券C
混合型,国联安鑫汇混合C
周大鹏,银华沪深300指数分级B
上投摩根丰瑞债券C,刘阳
李一硕,定开债券
梁裕宁,易方达瑞享混合I
吴坚,混合型
吴晨,国泰金龙债券C
益民服务领先混合,黄祥斌
缪玮彬,债券型
债券型,银华永泰积极债券A
马晓璇,华安月月鑫短期理财债券A
前海开源中证军工指数C,柯海东
信达澳银新目标混合,邹运
杨淳,江信祺福C
王颂,混合型
王晓晨,易方达纯债债券A
佟巍,华夏新锦安混合C
浙商沪深300指数分级进取,倪权生
债券型,工银添福债券A
信诚优质纯债债券B,李仆
刘文良,混合型
高翰昆,万家瑞祥混合C
混合型,杨成
货币型,招商招利宝货币A
ETF-场内,方旻
理财型,建信周盈安心理财债券A
李佳亮,股票指数
周咏梅,华泰保兴尊信定开债
金鹰医疗健康产业C,刘丽娟
广发行业领先混合A,刘格菘
建信恒瑞一年定开债,李菁
庞亚平,华夏AH经济蓝筹股票A
彭海平,中海优势精选灵活配置混合
中信建投轮换混合A,混合型
混合型,何奇
兴全天添益货币A,张睿
混合型,安信比较优势混合
固定收益,杨旭
彭敢,东吴双三角A
西部利得天添鑫货币A,刘心峰
吴闻,国寿安保稳恒混合A
陈会荣,大成恒丰宝货币E
股票指数,李安心
万家玖盛9个月定开债C,定开债券
欧阳健,国联安货币A
债券型,牟琼屿
光大保德信尊富18个月定开债A,定开债券
民生加银鑫瑞债券C,彭云峰
余海燕,易方达沪深300非银ETF
王平,招商中证500指数A
黎海威,景顺长城量化精选股票
任爽,广发聚泰混合A
武杰,民生中证内地资源主题指数
刘美玲,混合型
南方MSCI中国A股国际通ETF,罗文杰
易方达丰华债券A,张清华
任爽,定开债券
嘉实浦安保本,保本型
中银证券祥瑞混合A,陈渭泉
肖威兵,富国新回报灵活配置混合C
大成景禄灵活配置混合C,陈会荣
QDII-指数,易方达标普医疗保健美元汇
新华丰泽中短债债券A,债券型
债券型,潘莉
博时鑫丰混合C,王曦
光大保德信多策略精选混合,混合型
债券指数,王亚洲
天弘现金管家货币C,刘莹
定开债券,汇添富稳添利定开债A
招商央视财经50指数A,王平
魏淳,前海开源盛鑫混合C
广发百发大数据成长混合A,混合型
易方达财富快线货币B,刘朝阳
王春,华安宏利混合
中海惠丰纯债分级债券A,固定收益
任爽,广发聚泰混合C
山西改革精选灵活配置混合,混合型
嘉实新添泽定期混合,刘宁
蔡滨,博时产业新动力混合A
杨梦,博道沪深300指数增强A
苏秉毅,股票指数
招商安本增利债券,康晶
混合型,广发百发大数据价值混合E
蔡志伟,融通创业板指数A
混合型,长信金利趋势混合
货币型,蔡宾
侯慧娣,万家瑞盈灵活配置混合C
中海医疗保健主题股票,许定晴
融通可转债债券A,债券型
泰达睿智稳健灵活配置混合,混合型
莫海波,万家人工智能混合
梁婷,人保鑫利债券A
债券型,大成景安短融债券A
西部利得天添金货币A,张维文
前海联合先进制造混合C,王静
张玮,人保中高等级信用债C
吕晓蓉,富荣富兴纯债
固定收益,刘伟琳
韩海平,国投瑞银稳定增利债券
债券型,交银增利债券A/B
倪斌,华安德国30(DAX)ETF
招商丰诚灵活混合A,混合型
上投摩根双核平衡混合,李德辉
侯杰,招商丰拓灵活混合A
银华估值优势混合,程桯
债券指数,银华上证5年期国债指数A
混合型,李倩
股票型,鹏扬元合量化大盘C
董浩,南方1-3年国开债C
泓德泓业混合,邬传雁
工银中证京津冀协同发展指数C,股票指数
中银增利债券,李建
汤丛珊,前海开源货币E
王立立,东吴国企改革
许杰,泰达宏利风险预算混合
郑迎迎,南方卓元债券A
股票型,吴云峰
国寿安保稳嘉混合A,李一鸣
鹏华丰润债券(LOF),周恩源
瑞福进取,赵建
银华体育文化灵活配置混合,混合型
谢创,创金合信恒利超短债债券C
混合型,王曼
理财型,兴业14天理财A
姚秋,股票型
中信建投睿泰灵活配置混合C,混合型
益民核心增长混合,吕伟
工银新趋势灵活配置混合A,混合型
长盛添利60天理财发起式B,杨衡
陈令朝,鑫元恒鑫收益增强A
南方信息创新混合C,混合型
FAN BING(范冰),易标普生物科技人民币
分级杠杆,丁宇佳
QDII-指数,广发恒生中国企业(QDII)C
王保合,富国中证军工指数分级
华泰柏瑞消费成长混合,方纬
吴卫东,股票指数
黄志翔,国泰聚禾纯债债券
定开债券,工银瑞景定开发起式债券
易方达瑞财混合E,胡剑
广发优企精选混合,傅友兴
张子法,天弘上证50指数A
工银添利债券B,谷衡
建信安心回报债券A,闫晗
工银丰收回报灵活配置混合A,何秀红
金梓才,财通多策略精选混合(LOF)
叶乐天,建信中证500指数增强A
毛颖,华夏圆和混合
任凭,货币型
李晓彬,银华惠增利货币
混合型,国都创新驱动
魏桢,博时安恒18个月定开债C
景顺长城景颐宏利债券A,万梦
王立,大成慧成货币B
ETF-场内,国泰中证生物医药ETF
招商安裕灵活配置混合C,康晶
浦银安盛中短债C,债券型
ETF-场内,大成中证100ETF
刘铭,债券型
许强,招商招福宝货币A
股票指数,博时沪深300指数A
王家柱,固定收益
万家家享纯债,债券型
张凯瑜,债券型
余罗畅,固定收益
创金合信鑫收益混合C,李晗
华夏亚债中国指数C,董元星
崔莹,华安幸福生活混合
诺安稳固收益一年定开债,裴禹翔
混合型,中欧数据挖掘混合C
广发聚财信用债券B,代宇
李欣,股票型
张洋,工银瑞信聚盈混合C
方磊,股票型
余海燕,ETF-场内
张维文,西部利得稳健双利债券C
货币型,兴银现金添利
汇添富理财60天债券B,曾刚
富国天益价值混合,李晓铭
ETF-场内,赵栩
瞿灿,银华双动力债券
华宝现金添益B,高文庆
中欧盛世成长混合(LOF)A,周蔚文
银河如意债券,韩晶
博时优势企业(LOF)C,王俊
汇安丰华混合C,杨芳
股票型,上投摩根安全战略股票
分级杠杆,金鹰中证500指数分级B
华夏战略新兴成指ETF联接A,徐猛
杨振建,股票指数
QDII,杨威风
债券型,新华双利债券C
混合型,中欧新蓝筹混合E
交银丰润收益债券C,魏玉敏
信诚新泽B,混合型
国寿安保尊利增强回报债券C,李一鸣
韩晶,银河旺利混合A
熊志勇,国投瑞银沪深300指数分级
宝盈品牌消费股票A,股票型
赵建,瑞福分级
冯小波,中海惠丰纯债分级债券A
定开债券,长信富平纯债一年定开债A
胡昕炜,汇添富盈润混合C
债券型,上银慧添利债券
杨扬,安信量化优选股票C
大成积极成长混合,孙蓓琳
固定收益,刘斌
国泰鑫益灵活配置混合A,混合型
胡伟,华富恒利债券C
詹成,景顺长城智能生活混合
浦银安盛双债增强债券A,债券型
韩晶,银河君盛混合C
中融鑫起点混合A,姜涛
招商兴华灵活配置混合A,张韵
郭锐,招商大盘蓝筹混合
鹏扬景升A,赵世宏
混合型,新华灵活主题混合
石玉,中金金元C
华泰柏瑞盛利混合C,杨景涵
华夏保证金货币A,周飞
陈宇,兴全可转债混合
罗文杰,南方房地产ETF联接C
混合型,吴尚伟
瞿灿,银华稳裕六个月定期开放债券A
混合型,夏高
前海开源周期优选混合C,混合型
苏玉平,华安信用四季红债券C
汇丰晋信双核策略混合C,混合型
嘉实文体娱乐股票C,张丹华
混合型,交银定期支付双息平衡混合
陈黎,定开债券
富国颐利纯债债券,黄纪亮
祝松,鹏华丰茂债券
混合型,泓德泓富混合A
银华农业产业股票发起式,王翔
富国中证价值ETF联接C,王乐乐
成念良,景顺长城景颐宏利债券C
定开债券,平安乐享一年定开债C
固定收益,富国中证煤炭指数分级A
泓德裕荣纯债债券A,赵端端
刘思,建信双月安心理财A
民生加银添鑫纯债C,债券型
中加纯债债券,闫沛贤
中欧瑾源灵活配置混合C,王家柱
其他创新,中欧纯债分级债券B
张晓泉,平安新鑫先锋C
博时新起点混合C,混合型
广发集嘉债券C,刘格菘
王茜,嘉实多元债券A
傅奕翔,华泰保兴成长优选C
混合型,汇添富熙和精选混合A
洪流,圆信永丰优加生活
钟智伦,富国收益增强债券A
国联安主题驱动混合,混合型
南方共享经济混合,混合型
博时富丰3个月定开债,倪玉娟
景顺长城泰安回报混合A,万梦
QDII,长信全球债券美元
刘明宇,华夏鼎茂债券A
工银月月薪定期支付债券A,刘琦
永赢天天利货币,乔嘉麒
张明凯,鑫元安鑫宝货币A
万家新兴蓝筹灵活配置混合,莫海波
博时汇享纯债债券A,债券型
银河增利债券A,债券型
富国中证国有企业改革指数分级,王保合
固定收益,蔡铮
徐小勇,长安鑫盈混合C
国泰中国企业境外高收益债,吴向军
李飞,富安达富利纯债
郑昱,江信同福A
国联安鑫悦灵活配置混合C,混合型
赵宇烨,国富金融地产混合C
九泰锐益定增混合,混合型
银华10年地方政府债C,瞿灿
柳发超,万家鑫丰纯债C
广发全球农业指数美元现汇,QDII-指数
成曦,易方达银行分级
吴康,货币型
周余,债券型
龙悦芳,金鹰添祥中短债A
招商可转债分级债券A,马龙
许文波,德邦纯债债券A
富国创业板指数分级,王保合
路龙凯,混合型
楼华锋,银河犇利灵活配置混合A
殷瑞飞,国投瑞银金融地产ETF
股票型,李林益
债券型,富国优化增强债券A/B
圆信永丰兴瑞定开债,余文龙
周恩源,鹏华3个月中短债A
股票型,汇添富移动互联股票
张一甫,股票型
牛勇,华安中国A股增强指数
债券型,周咏梅
黎颖芳,建信稳定丰利债券A
融通军工分级,股票指数
陈旭,万家沪深300指数增强A
圆信永丰中高等级债,债券型
龙川,安信沪深300增强发起式A
广发聚丰混合,易阳方
何谦,固定收益
混合型,天治研究驱动混合A
混合型,李化松
赵耀,红塔红土人人宝货币A
长盛同德主题混合,冯雨生
付娟,农银中小盘混合
王美芹,鑫元享利债券
宋炳珅,工银医疗保健股票
中欧可转债债券A,刘波
混合型,中邮信息产业灵活配置混合
华夏亚债中国指数A,债券指数
海富通精选贰号混合,黄峰
尹诚庸,中欧睿诚定期开放混合C
QDII,信诚全球商品主题
景顺长城优质成长股票,刘彦春
浙商惠享纯债,刘爱民
债券型,博时裕乾纯债C
朱哲,大成景明灵活配置混合A
华安日日鑫货币B,货币型
艾小军,国泰策略价值灵活配置混合
徐觅,东方红货币B
易方达新享混合A,混合型
郭党钰,中金丰硕混合
招商丰茂灵活混合发起式C,余芽芳
鑫元合丰纯债C,张明凯
高翰昆,万家瑞盈灵活配置混合C
任爽,广发理财7天债券B
建信天添益货币A,货币型
混合型,中欧匠心两年持有期混合C
王晓贞,ETF-场内
丁玥,鑫元价值精选混合C
债券型,海富通集利债券
交银全球资源混合(QDII),周中
新华鑫裕灵活配置混合,张永超
华泰柏瑞裕利混合C,罗远航
混合型,信达澳银产业升级混合
浦银安和回报定开混合A,混合型
定开债券,余红
敬夏玺,前海联合添利债券C
张铮烁,德邦鑫星价值灵活配置混合C
华夏大盘精选混合,佟巍
中银理财60天债券发起A,理财型
刘宁,嘉实丰益策略定期债券
华润元大安鑫灵活配置混合C,刘宏毅
李媛媛,债券型
混合-FOF,于文婷
理财型,银华双月定期理财债券A
富国纯债债券发起C,钟智伦
混合型,建信社会责任混合
王一兵,创金合信恒利超短债债券C
中融日日盈交易型货币A,沈潼
冯小波,中海惠丰纯债分级债券
华夏港股通精选股票LOF,李湘杰
浙商聚潮策略配置混合,吕文晔
大成惠裕定开纯债债券,赵世宏
