code,fund_type,X,Y,symbol,issuer,manager_0,manager_1,manager_2,manager_3,manager_4
410005,Bond,-15.288005,29.852434,华富收益增强B,华富基金管理有限公司,尹培俊,,,,
410006,Hybrid,-1.8726385,-25.768835,华富策略精选,华富基金管理有限公司,高靖瑜,,,,
410007,Hybrid,-35.446617,4.9207726,华富价值增长,华富基金管理有限公司,陈启明,,,,
410008,Stock,-1.5159663,16.192823,华富100,华富基金管理有限公司,郜哲,,,,
410009,Hybrid,-41.513763,3.8413677,华富量子,华富基金管理有限公司,龚炜,郦彬,,,
410010,Stock,-5.2379045,-19.449816,华富中小板,华富基金管理有限公司,郜哲,,,,
420001,Hybrid,3.9708421,-20.138,天弘精选,天弘基金管理有限公司,谷琦彬,姜晓丽,钱文成,,
420002,Bond,30.514603,7.5823865,天弘永利A,天弘基金管理有限公司,姜晓丽,,,,
420003,Hybrid,-4.136012,-42.568336,天弘永定,天弘基金管理有限公司,肖志刚,,,,
420005,Hybrid,-10.987729,-1.3006084,天弘策略,天弘基金管理有限公司,陈国光,谷琦彬,,,
420008,Bond,25.58679,5.447422,天弘债A,天弘基金管理有限公司,郭相博,刘盟盟,刘洋,,
420009,Hybrid,30.829947,-34.732716,天弘安康,天弘基金管理有限公司,姜晓丽,钱文成,,,
420102,Bond,30.513767,7.5824065,天弘永利B,天弘基金管理有限公司,姜晓丽,,,,
420108,Bond,25.120014,5.9180255,天弘债B,天弘基金管理有限公司,郭相博,刘盟盟,刘洋,,
450001,Hybrid,29.06635,19.19312,国富收益,国海富兰克林基金管理有限公司,徐荔蓉,,,,
450002,Hybrid,17.879025,-7.3894515,国富弹性,国海富兰克林基金管理有限公司,赵晓东,,,,
450003,Hybrid,17.680365,-7.9964385,国富潜力A,国海富兰克林基金管理有限公司,徐荔蓉,,,,
450004,Hybrid,-11.340734,-0.45879832,国富价值,国海富兰克林基金管理有限公司,刘晓,,,,
450005,Bond,38.241398,20.182034,国富债券A,国海富兰克林基金管理有限公司,刘怡敏,,,,
450006,Bond,37.710297,20.182947,国富债券C,国海富兰克林基金管理有限公司,刘怡敏,,,,
450007,Hybrid,-12.618041,-0.06950128,国富成长,国海富兰克林基金管理有限公司,杜飞,,,,
450008,Stock,-40.330666,-22.779175,国富300,国海富兰克林基金管理有限公司,张志强,,,,
450009,Stock,-5.0803146,31.707682,国富中小盘,国海富兰克林基金管理有限公司,赵晓东,,,,
450010,Hybrid,28.50351,19.065321,国富策略,国海富兰克林基金管理有限公司,王晓宁,,,,
450011,Hybrid,-10.868996,-0.18073702,国富精选,国海富兰克林基金管理有限公司,徐荔蓉,,,,
450018,Bond,40.17162,23.844765,国富恒久A,国海富兰克林基金管理有限公司,刘怡敏,,,,
450019,Bond,40.17162,23.844765,国富恒久C,国海富兰克林基金管理有限公司,刘怡敏,,,,
457001,QDII,15.465469,-3.8524601,国富机会,国海富兰克林基金管理有限公司,徐成,,,,
460001,Hybrid,13.46784,-9.828697,华泰盛世,华泰柏瑞基金管理有限公司,牛勇,,,,
460002,Hybrid,-10.701596,1.3813009,华泰成长A,华泰柏瑞基金管理有限公司,方伦煜,,,,
460003,Bond,23.627872,1.5969054,华泰增利B,华泰柏瑞基金管理有限公司,陈东,,,,
460005,Hybrid,-4.130927,-42.946262,华泰价值,华泰柏瑞基金管理有限公司,方纬,,,,
460007,Hybrid,-7.0295005,-42.61973,华泰行业,华泰柏瑞基金管理有限公司,吕慧建,,,,
460008,Bond,25.955128,-39.063126,华泰稳健A,华泰柏瑞基金管理有限公司,陈东,董元星,,,
460009,Hybrid,-6.189684,23.770222,华泰量化,华泰柏瑞基金管理有限公司,田汉卿,,,,
460108,Bond,25.955128,-39.063126,华泰稳健C,华泰柏瑞基金管理有限公司,陈东,董元星,,,
460220,Stock,-13.281123,-27.400644,华泰中小ETF联接,华泰柏瑞基金管理有限公司,柳军,,,,
460300,Stock,-39.53932,-21.493649,华泰300ETF联接A,华泰柏瑞基金管理有限公司,柳军,,,,
470006,Hybrid,-4.4311514,20.220613,汇添富医药A,汇添富基金管理股份有限公司,郑磊,,,,
470007,Stock,5.3429174,-19.805918,汇添富上综,汇添富基金管理股份有限公司,吴振翔,,,,
470008,Hybrid,-4.216154,-43.978928,汇添富策略,汇添富基金管理股份有限公司,顾耀强,,,,
470009,Hybrid,-1.4828013,25.105621,汇添富民营A,汇添富基金管理股份有限公司,马翔,,,,
470010,Bond,21.603264,5.819213,汇添富多元A,汇添富基金管理股份有限公司,曾刚,郑慧莲,,,
470011,Bond,21.604061,5.8195815,汇添富多元C,汇添富基金管理股份有限公司,曾刚,郑慧莲,,,
470018,Bond,24.594124,5.3302245,汇添富双债A,汇添富基金管理股份有限公司,吴江宏,郑慧莲,,,
470028,Hybrid,-45.06221,0.9456531,汇添富责任,汇添富基金管理股份有限公司,雷鸣,,,,
470058,Bond,-10.412232,39.23646,汇添富可转债A,汇添富基金管理股份有限公司,吴江宏,曾刚,,,
470059,Bond,-10.414108,39.237846,汇添富可转债C,汇添富基金管理股份有限公司,吴江宏,曾刚,,,
470068,Stock,-8.947317,-17.3275,汇添富300ETF联接,汇添富基金管理股份有限公司,过蓓蓓,赖中立,,,
470078,Bond,23.721167,24.859505,汇添富增收C,汇添富基金管理股份有限公司,陆文磊,徐光,,,
470098,Hybrid,-44.65485,1.1543195,汇添富逆向,汇添富基金管理股份有限公司,顾耀强,,,,
481001,Hybrid,-33.152985,-5.330301,工银价值A,工银瑞信基金管理有限公司,何肖颉,,,,
481004,Hybrid,-4.331345,-41.324795,工银成长A,工银瑞信基金管理有限公司,杜洋,,,,
481006,Hybrid,-0.24376725,22.21556,工银红利,工银瑞信基金管理有限公司,林念,,,,
481008,Hybrid,-5.6203027,-43.312496,工银蓝筹,工银瑞信基金管理有限公司,王筱苓,,,,
481009,Stock,-39.53932,-21.493649,工银300A,工银瑞信基金管理有限公司,刘伟琳,,,,
481010,Hybrid,-5.349704,30.99431,工银小盘,工银瑞信基金管理有限公司,黄安乐,农冰立,,,
481012,Stock,-9.450664,-16.330454,工银深红利ETF联接A,工银瑞信基金管理有限公司,赵栩,,,,
481013,Hybrid,-3.5976639,36.677307,工银消费,工银瑞信基金管理有限公司,王筱苓,,,,
481015,Hybrid,-17.606909,-2.3204842,工银主题,工银瑞信基金管理有限公司,黄安乐,,,,
481017,Hybrid,-0.9089908,15.146953,工银量化,工银瑞信基金管理有限公司,游凛峰,,,,
483003,Hybrid,-9.401286,3.8613575,工银平衡,工银瑞信基金管理有限公司,王君正,,,,
485005,Bond,30.514143,7.582389,工银强债B,工银瑞信基金管理有限公司,杜海涛,张略钊,,,
485007,Bond,31.099117,21.471663,工银添利B,工银瑞信基金管理有限公司,杜海涛,谷衡,,,
485011,Bond,45.36614,9.99535,工银双利B,工银瑞信基金管理有限公司,欧阳凯,宋炳珅,魏欣,,
485014,Bond,24.651464,-33.7364,工银添颐B,工银瑞信基金管理有限公司,杜海涛,景晓达,宋炳珅,,
485019,Bond,33.03633,19.257225,工银信用B,工银瑞信基金管理有限公司,何秀红,,,,
485105,Bond,30.513874,7.582383,工银强债A,工银瑞信基金管理有限公司,杜海涛,张略钊,,,
485107,Bond,31.099232,21.471666,工银添利A,工银瑞信基金管理有限公司,杜海涛,谷衡,,,
485111,Bond,45.368122,9.993293,工银双利A,工银瑞信基金管理有限公司,欧阳凯,宋炳珅,魏欣,,
485114,Bond,24.651464,-33.7364,工银添颐A,工银瑞信基金管理有限公司,杜海涛,景晓达,宋炳珅,,
485119,Bond,33.03777,19.257544,工银信用A,工银瑞信基金管理有限公司,何秀红,,,,
487016,Hybrid,24.300932,23.01903,工银灵活A,工银瑞信基金管理有限公司,李昱,,,,
510010,Stock,-11.554515,-24.540766,交银治理ETF,交银施罗德基金管理有限公司,蔡铮,,,,
510020,Stock,-11.608837,-27.907652,博时超大ETF,博时基金管理有限公司,万琼,,,,
510030,Stock,-9.320941,-25.889446,华宝价值ETF,华宝基金管理有限公司,丰晨成,,,,
510050,Stock,3.5968752,-19.459518,华夏50ETF,华夏基金管理有限公司,张弘弢,,,,
510060,Stock,-10.145171,-24.398216,工银央企ETF,工银瑞信基金管理有限公司,赵栩,,,,
510070,Stock,-9.607781,-24.889725,鹏华民企ETF,鹏华基金管理有限公司,崔俊杰,张羽翔,,,
510080,Bond,13.931597,-11.106811,长盛债券,长盛基金管理有限公司,李琪,杨哲,,,
510081,Hybrid,13.764524,-7.711196,长盛精选,长盛基金管理有限公司,乔培涛,,,,
510090,Stock,-10.863587,-23.105856,建信责任ETF,建信基金管理有限责任公司,薛玲,,,,
510110,Stock,-12.668663,-25.622215,海富通周期ETF,海富通基金管理有限公司,江勇,,,,
510120,Stock,-13.803725,-25.027685,海富通非周期ETF,海富通基金管理有限公司,江勇,,,,
510130,Stock,-10.38385,-25.804914,易方达中盘ETF,易方达基金管理有限公司,刘树荣,,,,
510150,Stock,-9.661423,-26.068453,招商消费ETF,招商基金管理有限公司,苏燕青,,,,
510160,Stock,-5.960522,35.945175,南方小康ETF,南方基金管理股份有限公司,崔蕾,龚涛,,,
510170,Stock,-7.53878,-27.76363,国联安商品ETF,国联安基金管理有限公司,黄欣,,,,
510180,Stock,3.5968752,-19.459518,华安180ETF,华安基金管理有限公司,许之彦,,,,
510190,Stock,-9.905746,-25.170122,华安龙头ETF,华安基金管理有限公司,苏卿云,,,,
510210,Stock,5.3674417,-19.798162,富国综指ETF,富国基金管理有限公司,方旻,王保合,,,
510220,Stock,-13.29525,-27.406816,华泰中小ETF,华泰柏瑞基金管理有限公司,柳军,,,,
510230,Stock,-10.178695,-26.341682,国泰金融ETF,国泰基金管理有限公司,艾小军,,,,
510260,Stock,-9.7546425,-25.596542,诺安上证新兴ETF,诺安基金管理有限公司,,,,,
510270,Stock,-9.670413,-24.94171,中银国企ETF,中银基金管理有限公司,赵建忠,,,,
510290,Stock,-4.209038,-16.023,南方上证380ETF,南方基金管理股份有限公司,孙伟,,,,
510300,Stock,-42.344772,-20.144447,华泰300ETF,华泰柏瑞基金管理有限公司,柳军,,,,
510310,Stock,-42.34477,-20.144445,易方达300ETF,易方达基金管理有限公司,杨俊,余海燕,,,
510330,Stock,-42.345158,-20.145023,华夏300ETF,华夏基金管理有限公司,张弘弢,赵宗庭,,,
510410,Stock,-8.630464,-25.47008,博时资源ETF,博时基金管理有限公司,万琼,王祥,,,
510430,Stock,-11.564724,-26.71718,银华上证50ETF,银华基金管理股份有限公司,周大鹏,,,,
510440,Stock,-6.4502125,21.181807,大成中证500沪市ETF,大成基金管理有限公司,苏秉毅,,,,
510500,Stock,-6.0759535,24.22926,南方500ETF,南方基金管理股份有限公司,罗文杰,,,,
510510,Stock,-6.0759535,24.22926,广发500ETF,广发基金管理有限公司,刘杰,,,,
510630,Stock,-12.54288,-26.10263,华夏消费ETF,华夏基金管理有限公司,荣膺,,,,
510650,Stock,-13.08599,-25.709606,华夏金融ETF,华夏基金管理有限公司,李俊,徐猛,,,
510660,Stock,-12.323943,-25.51819,华夏医药ETF,华夏基金管理有限公司,张弘弢,,,,
510880,Stock,5.2686534,-23.470102,华泰红利ETF,华泰柏瑞基金管理有限公司,柳军,,,,
511010,Bond,-9.985883,-27.203232,国泰国债ETF,国泰基金管理有限公司,艾小军,,,,
512010,Stock,-38.512764,-16.945856,易方达医药ETF,易方达基金管理有限公司,余海燕,,,,
518800,Other,-6.7228327,-32.195362,国泰黄金ETF,国泰基金管理有限公司,艾小军,徐成城,,,
518880,Other,-6.7228813,-32.195324,华安黄金易ETF,华安基金管理有限公司,许之彦,,,,
519001,Hybrid,-16.884499,1.5619264,银华优选,银华基金管理股份有限公司,倪明,苏静然,,,
519002,Hybrid,-1.4228021,36.303066,华安安信,华安基金管理有限公司,饶晓鹏,王斌,,,
519003,Hybrid,18.112408,-9.73813,海富通收益,海富通基金管理有限公司,周雪军,,,,
519005,Hybrid,17.796339,-8.669538,海富通股票,海富通基金管理有限公司,吕越超,,,,
519007,Hybrid,29.246866,-33.248108,海富通回报,海富通基金管理有限公司,谈云飞,陶敏,,,
519008,Hybrid,-2.6185055,-30.02114,汇添富优势,汇添富基金管理股份有限公司,王栩,,,,
519011,Hybrid,17.96912,-9.154705,海富通精选,海富通基金管理有限公司,黄峰,王智慧,,,
519013,Hybrid,17.843891,-8.806003,海富通优势,海富通基金管理有限公司,王金祥,,,,
519015,Hybrid,17.96912,-9.154705,海富通选贰,海富通基金管理有限公司,黄峰,王智慧,,,
519017,Hybrid,-32.570732,-6.7678504,大成成长,大成基金管理有限公司,王磊,,,,
519018,Hybrid,-4.5503182,-44.42758,汇添富均衡,汇添富基金管理股份有限公司,佘中强,,,,
519019,Hybrid,-17.306223,-2.539182,大成景阳,大成基金管理有限公司,李本刚,周志超,,,
519021,Hybrid,5.080582,-20.168135,国泰金鼎,国泰基金管理有限公司,饶玉涵,,,,
519023,Bond,-15.668314,28.853235,海富通债券C,海富通基金管理有限公司,何谦,谈云飞,,,
519024,Bond,-16.226244,29.471375,海富通债券A,海富通基金管理有限公司,何谦,谈云飞,,,
519025,Hybrid,17.796339,-8.669538,海富通领先,海富通基金管理有限公司,李志,,,,
519026,Hybrid,-5.3501496,30.995018,海富通小盘,海富通基金管理有限公司,周雪军,,,,
519027,Stock,-12.644271,-25.625633,海富通周期ETF联接,海富通基金管理有限公司,江勇,,,,
519029,Hybrid,13.105584,1.8313401,华夏稳增,华夏基金管理有限公司,彭海伟,郑泽鸿,,,
519030,Bond,26.066406,-33.500668,海富通稳固,海富通基金管理有限公司,陈轶平,杜晓海,,,
519032,Stock,-13.790528,-25.035416,海富通非周期ETF联接,海富通基金管理有限公司,江勇,,,,
519033,Hybrid,17.796339,-8.669538,海富通国策,海富通基金管理有限公司,施敏佳,,,,
519034,Stock,0.15778808,35.26637,海富通低碳,海富通基金管理有限公司,江勇,,,,
519035,Hybrid,-10.492904,-2.8364108,富国天博,富国基金管理有限公司,毕天宇,,,,
519039,Hybrid,-4.631878,-41.37834,长盛同德,长盛基金管理有限公司,冯雨生,,,,
519050,Hybrid,30.30548,-34.999012,海富通安颐A,海富通基金管理有限公司,杜晓海,谈云飞,夏妍妍,,
519066,Hybrid,-1.8772389,-25.7688,汇添富蓝筹,汇添富基金管理股份有限公司,雷鸣,,,,
519068,Hybrid,-5.0443482,-42.832264,汇添富焦点,汇添富基金管理股份有限公司,雷鸣,,,,
519069,Hybrid,-3.1000187,-41.678993,汇添富价值A,汇添富基金管理股份有限公司,劳杰男,,,,
519078,Bond,23.470518,24.96317,汇添富增收A,汇添富基金管理股份有限公司,陆文磊,徐光,,,
519087,Hybrid,-2.4374163,-25.823895,新华分红,新华基金管理股份有限公司,赵强,,,,
519089,Hybrid,-5.5026965,-42.458412,新华成长,新华基金管理股份有限公司,栾超,,,,
519091,Hybrid,-1.8726385,-25.768835,新华资源,新华基金管理股份有限公司,栾超,,,,
519093,Hybrid,-2.6902235,-43.39986,新华品质,新华基金管理股份有限公司,蔡春红,,,,
519095,Hybrid,-3.308037,-44.282513,新华行业,新华基金管理股份有限公司,刘彬,,,,
519097,Hybrid,-5.349684,30.994465,新华市值,新华基金管理股份有限公司,付伟,,,,
519099,Hybrid,-3.7210712,-42.928787,新华主题,新华基金管理股份有限公司,李会忠,,,,
519100,Stock,-1.5027256,16.206635,长盛100,长盛基金管理有限公司,冯雨生,,,,
519110,Hybrid,-41.07341,3.6576147,浦银价值A,浦银安盛基金管理有限公司,蒋建伟,,,,
519111,Bond,-16.109674,28.756794,浦银收益A,浦银安盛基金管理有限公司,章潇枫,钟明,,,
519112,Bond,-16.741478,29.842628,浦银收益C,浦银安盛基金管理有限公司,章潇枫,钟明,,,
519113,Hybrid,13.058178,-8.9331255,浦银生活,浦银安盛基金管理有限公司,吴勇,,,,
519115,Hybrid,-0.5094742,21.903875,浦银红利,浦银安盛基金管理有限公司,陈蔚丰,,,,
519116,Stock,-41.680992,-21.452223,浦银300,浦银安盛基金管理有限公司,陈士俊,,,,
519117,Stock,-10.170653,29.236412,浦银400,浦银安盛基金管理有限公司,陈士俊,,,,
519120,Hybrid,-2.8784397,23.929995,浦银战略,浦银安盛基金管理有限公司,吴勇,,,,
519150,Hybrid,-0.71535313,34.150608,新华消费,新华基金管理股份有限公司,崔建波,刘晓晨,,,
519152,Bond,37.875134,10.533484,新华纯债A,新华基金管理股份有限公司,于泽雨,,,,
519153,Bond,37.875103,10.533479,新华纯债C,新华基金管理股份有限公司,于泽雨,,,,
519156,Hybrid,-1.1625533,-23.750616,新华轮换A,新华基金管理股份有限公司,崔建波,,,,
519158,Hybrid,-2.6688917,-42.360256,新华领航,新华基金管理股份有限公司,蔡春红,崔建波,,,
519162,Bond,41.70545,10.329428,新华增怡A,新华基金管理股份有限公司,于泽雨,,,,
519163,Bond,41.70545,10.329428,新华增怡C,新华基金管理股份有限公司,于泽雨,,,,
519180,Stock,3.5805454,-19.435335,万家180,万家基金管理有限公司,朱小明,,,,
519181,Hybrid,-37.125355,4.7142005,万家和谐,万家基金管理有限公司,莫海波,,,,
519183,Hybrid,-2.4909809,-25.395884,万家灵活,万家基金管理有限公司,陈佳昀,叶勇,,,
519185,Hybrid,-2.9015284,-41.99708,万家精选,万家基金管理有限公司,李文宾,莫海波,,,
519186,Bond,23.583559,26.3138,万家稳增A,万家基金管理有限公司,陈佳昀,,,,
519187,Bond,23.103216,26.535267,万家稳增C,万家基金管理有限公司,陈佳昀,,,,
519188,Bond,38.04656,20.359331,万家信用A,万家基金管理有限公司,苏谋东,,,,
519189,Bond,38.069202,19.804873,万家信用C,万家基金管理有限公司,苏谋东,,,,
519300,Stock,-42.344772,-20.144447,大成300A/B,大成基金管理有限公司,苏秉毅,张钟玉,,,
519519,Bond,23.628115,1.5962708,华泰增利A,华泰柏瑞基金管理有限公司,陈东,,,,
519601,QDII,18.849733,-10.510181,海富通海外,海富通基金管理有限公司,高峥,陶意非,,,
519602,QDII,9.942751,-6.553649,海富通中华,海富通基金管理有限公司,高峥,陶意非,,,
519660,Bond,30.114994,-35.24764,银河增利A,银河基金管理有限公司,韩晶,蒋磊,,,
519661,Bond,30.346443,-35.69293,银河增利C,银河基金管理有限公司,韩晶,蒋磊,,,
519662,Bond,43.545776,13.419895,银河久益回报A,银河基金管理有限公司,蒋磊,,,,
519663,Bond,42.754738,12.832222,银河久益回报C,银河基金管理有限公司,蒋磊,,,,
519666,Bond,-17.191387,27.15324,银河银信B,银河基金管理有限公司,韩晶,蒋磊,,,
519667,Bond,-17.191172,27.153164,银河银信A,银河基金管理有限公司,韩晶,蒋磊,,,
519668,Hybrid,-4.5703354,-44.239212,银河成长,银河基金管理有限公司,祝建辉,,,,
519669,Bond,42.41245,12.979278,银河领先,银河基金管理有限公司,韩晶,蒋磊,,,
519670,Hybrid,-4.919663,-43.533306,银河行业,银河基金管理有限公司,王海华,,,,
519671,Stock,-38.62067,-17.09747,银河300,银河基金管理有限公司,罗博,,,,
519672,Hybrid,-2.2386525,-32.703335,银河蓝筹,银河基金管理有限公司,袁曦,,,,
519674,Hybrid,-6.253347,22.863665,银河创新,银河基金管理有限公司,郑巍山,,,,
519678,Hybrid,-0.75533706,34.024532,银河消费,银河基金管理有限公司,卢轶乔,,,,
519679,Hybrid,-2.2373302,-33.002876,银河主题,银河基金管理有限公司,张杨,,,,
519680,Bond,31.202145,21.684052,交银增利A/B,交银施罗德基金管理有限公司,魏玉敏,于海颖,,,
519682,Bond,31.20219,21.683994,交银增利C,交银施罗德基金管理有限公司,魏玉敏,于海颖,,,
519683,Bond,41.703453,10.334639,交银双利A/B,交银施罗德基金管理有限公司,唐赟,,,,
519685,Bond,41.70545,10.329428,交银双利C,交银施罗德基金管理有限公司,唐赟,,,,
519686,Stock,-11.540219,-24.552301,交银治理ETF联接,交银施罗德基金管理有限公司,蔡铮,,,,
519688,Hybrid,-32.66981,-5.3706107,交银精选,交银施罗德基金管理有限公司,王崇,,,,
519690,Hybrid,17.203547,-8.182747,交银稳健A,交银施罗德基金管理有限公司,陈孜铎,,,,
519692,Hybrid,11.782166,-0.325097,交银成长A,交银施罗德基金管理有限公司,王少成,,,,
519694,Hybrid,-1.6400304,17.759949,交银蓝筹,交银施罗德基金管理有限公司,王少成,,,,
519697,Hybrid,-31.952307,-2.5702703,交银行业,交银施罗德基金管理有限公司,何帅,,,,
519698,Hybrid,-5.203095,32.30514,交银先锋,交银施罗德基金管理有限公司,芮晨,,,,
519700,Hybrid,-31.95232,-2.5702684,交银主题,交银施罗德基金管理有限公司,沈楠,,,,
519702,Hybrid,-32.672424,-5.3696933,交银趋势,交银施罗德基金管理有限公司,韩威俊,,,,
519706,Stock,-9.579795,-16.932823,交银300价值ETF联接,交银施罗德基金管理有限公司,蔡铮,,,,
519712,Hybrid,-33.152985,-5.330301,交银核心,交银施罗德基金管理有限公司,何帅,,,,
519714,Stock,-0.5985713,34.54637,交银新驱动,交银施罗德基金管理有限公司,韩威俊,,,,
519718,Bond,43.504402,14.796212,交银纯债A/B,交银施罗德基金管理有限公司,魏玉敏,于海颖,,,
519720,Bond,44.307884,14.140381,交银纯债C,交银施罗德基金管理有限公司,魏玉敏,于海颖,,,
519723,Bond,42.15956,13.845412,交银双轮动A/B,交银施罗德基金管理有限公司,唐赟,,,,
519725,Bond,43.69946,13.803547,交银双轮动C,交银施罗德基金管理有限公司,唐赟,,,,
519726,Bond,26.481752,-33.644245,交银稳固收益,交银施罗德基金管理有限公司,凌超,,,,
519727,Hybrid,11.662725,1.257756,交银30,交银施罗德基金管理有限公司,郭斐,,,,
519730,Bond,41.70545,10.329428,交银月月丰A,交银施罗德基金管理有限公司,凌超,,,,
519731,Bond,41.70545,10.329428,交银月月丰C,交银施罗德基金管理有限公司,凌超,,,,
519732,Hybrid,21.011244,2.5471747,交银双息,交银施罗德基金管理有限公司,杨浩,,,,
519908,Hybrid,-2.6675205,-30.003176,华夏兴华A,华夏基金管理有限公司,阳琨,,,,
519976,Bond,12.864372,-11.356512,长信可转债C,长信基金管理有限责任公司,李家春,吴晖,,,
519977,Bond,12.864374,-11.356511,长信可转债A,长信基金管理有限责任公司,李家春,吴晖,,,
519979,Hybrid,-33.266354,-6.8640027,长信内需A,长信基金管理有限责任公司,安昀,,,,
519983,Hybrid,-33.152985,-5.330301,长信量化A,长信基金管理有限责任公司,左金保,,,,
519985,Bond,25.003307,4.346096,长信纯债A,长信基金管理有限责任公司,张文琍,,,,
519987,Hybrid,-2.6468585,-30.015446,长信恒利,长信基金管理有限责任公司,叶松,,,,
519989,Bond,-15.39196,27.401989,长信利丰C,长信基金管理有限责任公司,李家春,吴晖,,,
519991,Hybrid,-0.52358705,14.256517,长信双利A,长信基金管理有限责任公司,安昀,祝昱丰,,,
519993,Hybrid,-2.6285167,-30.021532,长信增利,长信基金管理有限责任公司,叶松,,,,
519995,Hybrid,8.245842,-22.162498,长信金利,长信基金管理有限责任公司,高远,,,,
519997,Hybrid,13.641792,-9.39578,长信银利,长信基金管理有限责任公司,高远,,,,
530001,Hybrid,17.631716,-7.882614,建信价值,建信基金管理有限责任公司,陶灿,,,,
530003,Hybrid,12.045912,0.37819082,建信成长A,建信基金管理有限责任公司,姚锦,,,,
530005,Hybrid,11.605103,1.9920776,建信优化,建信基金管理有限责任公司,邱宇航,,,,
530006,Hybrid,-15.389397,2.884466,建信精选,建信基金管理有限责任公司,王东杰,,,,
530008,Bond,24.920265,26.324419,建信稳定增利C,建信基金管理有限责任公司,朱建华,,,,
530009,Bond,30.695604,20.829393,建信收益A,建信基金管理有限责任公司,李菁,,,,
530010,Stock,-10.861229,-23.110407,建信责任,建信基金管理有限责任公司,薛玲,,,,
530011,Hybrid,-15.38742,2.8820374,建信内生,建信基金管理有限责任公司,吴尚伟,,,,
530012,Hybrid,-11.914652,5.139226,建信积配,建信基金管理有限责任公司,姚锦,,,,
530015,Stock,-9.78403,-18.149597,建信深证60ETF联接A,建信基金管理有限责任公司,薛玲,,,,
530016,Hybrid,29.247179,-33.247803,建信恒稳,建信基金管理有限责任公司,吴尚伟,,,,
530017,Bond,24.457678,23.326931,建信双息A,建信基金管理有限责任公司,彭紫云,朱虹,,,
530018,Stock,-8.676522,-17.511051,建信100,建信基金管理有限责任公司,梁洪昀,,,,
530019,Hybrid,-15.386919,2.8812199,建信社会,建信基金管理有限责任公司,许杰,,,,
530020,Bond,-10.58097,39.102394,建信转债A,建信基金管理有限责任公司,朱建华,,,,
530021,Bond,44.01479,13.6136875,建信纯债A,建信基金管理有限责任公司,黎颖芳,彭紫云,,,
531009,Bond,30.695612,20.829397,建信收益C,建信基金管理有限责任公司,李菁,,,,
531020,Bond,-10.580982,39.102386,建信转债C,建信基金管理有限责任公司,朱建华,,,,
531021,Bond,44.34637,13.901184,建信纯债C,建信基金管理有限责任公司,黎颖芳,彭紫云,,,
540001,Hybrid,20.405842,-35.093403,汇丰2016,汇丰晋信基金管理有限公司,蔡若林,,,,
540002,Hybrid,16.774511,-7.37171,汇丰龙腾,汇丰晋信基金管理有限公司,严瑾,,,,
540003,Hybrid,19.421362,-4.3075013,汇丰策略A,汇丰晋信基金管理有限公司,郭敏,,,,
540004,Hybrid,19.444021,-4.2714453,汇丰2026,汇丰晋信基金管理有限公司,刘淑生,,,,
540005,Bond,37.875084,10.533503,汇丰增利A,汇丰晋信基金管理有限公司,李媛媛,,,,
540006,Stock,-39.559414,-24.380749,汇丰大盘A,汇丰晋信基金管理有限公司,郭敏,,,,
540007,Stock,-5.0803146,31.707682,汇丰中小盘,汇丰晋信基金管理有限公司,侯玉琦,,,,
540008,Stock,-2.9677718,24.906668,汇丰低碳,汇丰晋信基金管理有限公司,方超,,,,
540009,Stock,-1.4628768,36.280624,汇丰消费,汇丰晋信基金管理有限公司,是星涛,,,,
540010,Stock,-3.6952791,35.74156,汇丰科技,汇丰晋信基金管理有限公司,陈平,,,,
540012,Stock,16.195381,-9.320838,汇丰恒生A,汇丰晋信基金管理有限公司,方磊,,,,
541005,Bond,37.874897,10.533489,汇丰增利C,汇丰晋信基金管理有限公司,李媛媛,,,,
550001,Hybrid,11.409278,1.623444,信诚四季,中信保诚基金管理有限公司,吴昊,夏明月,,,
550002,Hybrid,13.967459,-9.764602,中信保诚精萃,中信保诚基金管理有限公司,王睿,,,,
550003,Hybrid,13.641792,-9.39578,中信保诚盛世,中信保诚基金管理有限公司,吴昊,,,,
550004,Bond,-5.722281,44.897102,信诚三得益A,中信保诚基金管理有限公司,宋海娟,,,,
550005,Bond,-5.7222853,44.897022,信诚三得益B,中信保诚基金管理有限公司,宋海娟,,,,
550008,Hybrid,13.607401,-7.921223,信诚优胜,中信保诚基金管理有限公司,王睿,,,,
550009,Hybrid,0.6889414,2.902461,信诚小盘,中信保诚基金管理有限公司,郑伟,,,,
550018,Bond,-3.9902194,42.770412,信诚优质A,中信保诚基金管理有限公司,王国强,,,,
550019,Bond,-4.797933,42.690506,信诚优质B,中信保诚基金管理有限公司,王国强,,,,
560002,Hybrid,-36.312138,4.827096,益民红利,益民基金管理有限公司,吕伟,,,,
560003,Hybrid,-41.639217,4.213138,益民创新,益民基金管理有限公司,吕伟,,,,
560006,Hybrid,-35.44728,4.927874,益民核心,益民基金管理有限公司,吕伟,,,,
570001,Hybrid,-2.612843,-43.015823,诺德价值,诺德基金管理有限公司,罗世锋,,,,
570005,Hybrid,-5.2691116,-43.892868,诺德成长,诺德基金管理有限公司,郝旭东,,,,
570006,Hybrid,-5.349704,30.99431,诺德中小盘,诺德基金管理有限公司,顾钰,王赟,,,
570007,Hybrid,-38.9962,-25.621191,诺德30,诺德基金管理有限公司,杨霞辉,,,,
570008,Hybrid,-38.996166,-25.621151,诺德周期,诺德基金管理有限公司,罗世锋,,,,
